schema_version,cohort,dataset_id,specimen_id,specimen_key,split,priority,reference_version,reference_type,review_state,reviewer_alias,formal_eligible,annotation_path,annotation_exists,blinding_contract,status
1,ADDITIONAL_BC_CONFIRM_24,xcmzfsbd9t,c24-11,xcmzfsbd9t:c24-11,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/xcmzfsbd9t__c24-11.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,xcmzfsbd9t,c24-21,xcmzfsbd9t:c24-21,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/xcmzfsbd9t__c24-21.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,xcmzfsbd9t,c24-42,xcmzfsbd9t:c24-42,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/xcmzfsbd9t__c24-42.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,xcmzfsbd9t,c24-6t,xcmzfsbd9t:c24-6t,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/xcmzfsbd9t__c24-6t.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,yfxyg8jm46,c16-14,yfxyg8jm46:c16-14,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/yfxyg8jm46__c16-14.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,yfxyg8jm46,c16-20,yfxyg8jm46:c16-20,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/yfxyg8jm46__c16-20.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,yfxyg8jm46,c16-27,yfxyg8jm46:c16-27,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/yfxyg8jm46__c16-27.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,yfxyg8jm46,c16-7,yfxyg8jm46:c16-7,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/yfxyg8jm46__c16-7.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,ykhs7s2dck,q8-13,ykhs7s2dck:q8-13,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/ykhs7s2dck__q8-13.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,ykhs7s2dck,q8-3,ykhs7s2dck:q8-3,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/ykhs7s2dck__q8-3.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,ykhs7s2dck,q8-34,ykhs7s2dck:q8-34,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/ykhs7s2dck__q8-34.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,ykhs7s2dck,q8-36,ykhs7s2dck:q8-36,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/ykhs7s2dck__q8-36.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
