specimen_key,dataset_id,split,capture_group_id,source_path,source_sha256,clean_sha256,numbered_sha256,signature,status,attempts,reused_from_pilot
cgtnjyggtm:q24-31,cgtnjyggtm,TRAIN,cg_f356cc1b85a729ea,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-31.png,7a4d6e50495f5e8e65d3ce635f8de343ecb8ef6117466de90e0bbba866115841,14abf2b9964a6374f73a2487322bd228723dab53523ebc4ce50cf12a6b9eda61,a6cc387c208aa999ab46d6445f93f7239ac857ffd916a98481612d27385b8810,163a67ac97fb5a09bd26164128049bdb598c8ffd22c26914bcf16232731fdd70,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-32,cgtnjyggtm,TRAIN,cg_7375d6f850c5f9e2,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-32.png,91a54d7baff01afd0f1bf02f3168b805c176f1eb38c8c687be8483fda5362a9b,287828e7eeebffb73137c4ea02888b4e5a881573b0daf1ae764399d11212da25,832b2538ea41b964846ed448f9f07dbf663edd0205000ee753f63291a7569e16,8dcd2253c201aa30dd3ac608b3db90fc0f5c0422792c67cf4e86bdc33cf8f8d4,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-33,cgtnjyggtm,TRAIN,cg_1f3b65d59663f9df,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-33.png,c3461ba337c907a95b7ba71452829bf7b7d2ed55dac65ad7dbb2440cc2e54833,324fbf509fba6bcefed47e59aefc73c6e33234a64c903b53fcbe1b498a81d663,4bc9ef04c07f4eb742a99e401dd1835f24ca73c3a030c8f87805f939707e9b16,c28deec0e1866db68fef92415924d37dc3d032605add68b6f6dc892d60b5d7ec,SCHEMA_INVALID_AFTER_ONE_REPAIR,2,False
cgtnjyggtm:q24-34,cgtnjyggtm,TRAIN,cg_aab0af98da0c94eb,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-34.png,9dd75cbfb1774ddf127121995c107e0b3116e37701da1b757cc3dc5fd6cf4baf,554fdfed97091c3dc611ade9fd1de04b7b886d87060435fc90e319b6386b3167,2b51381f330db30d229c66e543244ee3df1dbe6b15086018b84baa229244f6b6,f4920b32276f4537cbdf84e8472f39df496433eefac889c0b0c02ac2e0ea85ed,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-37,cgtnjyggtm,TRAIN,cg_2ee766de56118a33,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-37.png,34600ca09fdde8eb983f515056f9c68de095c71b215194337fb539a64d49794f,405c2d2cddd10424d22d91bfe3c1d5c3eb67fdd73c39edfef3387c893809e79a,222c264b033fa6f1ce75676d3a46e9f2e042855d8f6f29ce7b66b510e22776b2,e92c4224197376a668cec4164f077b0a05a00a1685bd325096bf0cfb5f1adff7,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-38,cgtnjyggtm,TRAIN,cg_32c339f0600cd27f,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-38.png,30fefa69accd60e954cc50ca18fb33787e0da30e2d8149ce76953cbb2270e546,145c77e44b123d4fa5e5276899d3bfe4fe3c7fc7ad489b075d450c0947bd78bd,251a2ae9d3e5959f28efd9ada9dd35dbf3707eb36b19ebe380df21091743bd85,b650bb4f7451cd6a6f0b932e7a3fc220be2df98cbce11feaf27e880346145058,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-39,cgtnjyggtm,TRAIN,cg_896e5f13aa312abe,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-39.png,cc6dc3d37cb1af3667e0c488dbe7edf9f1737f85d40b19ac0881e701b66940ad,692f2b805ce505f34d0c79d8fc9a441aa6aa41bc98303e7c6a446ea5ee3f6f1c,486b17544a75deacd08e1b1977f8525114311a62dcd854df981b9fdef6a59b81,c4e2a18a367b6734afbd3ef5c83ea169a94aed71c3b430a863ca39adba1f605a,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-4,cgtnjyggtm,TRAIN,cg_053985a8e4f43e0b,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-4.png,d13c607fa0a032b74f8e3f6e0ebe7bf60c17a6129376805ea55ed71c82e09083,a06f049cf8c6abf090b3fc9fe1893b70fd16a66de057fc17333953765848fa67,b73646b48758233eff4f4aac4f4db6415c0c488919baa49ab6e14dc5be804b6e,1abdceae45b5590cd032df314a10c7131b3c837e40b858a49b54c2979dc17eec,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-40,cgtnjyggtm,TRAIN,cg_46b4adef6a8c88f3,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-40.png,328cf2d21150686f864f24f9d7575f2569c6985d126ada09b932966a485e9c1c,cf962b5af7aa7a90f482342aff69fc852b51f8b6f5f0b1219e3fdd891c65f05a,b8da3d93966cf6eb3a7b43846167e9838cdfe411eca67e8f9fb639d68fa34dec,44e9645b0be5c779fb8a481e7702d3a214005a12623a7e92041c6f28eb068042,VALID_AFTER_REPAIR,2,False
cgtnjyggtm:q24-41,cgtnjyggtm,TRAIN,cg_2d9148e727ec29ab,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-41.png,aad560a16f8f0fb61db30b84b161d90f5751ac88b26a5b1463eda5621e55122f,a04ce322295165cf64bc0cec1d821d3e087e309ce2dabbd444aa7b6db44a48f0,9be17f6258ecf37f81eaf5a38e5296a1991098e59e3a3844ed32a6e61168be3c,a0a912994d99fd71e43c4462c14b9619bdd472f7936ad3f2b9d2c06bbcbe3fad,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-44,cgtnjyggtm,VALID,cg_9ba3cd5fb00ea91f,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-44.png,ff6f1c4e8d3da64f71465af0ca3809334dabe01f4376d093151386560aba6f41,973e40b5dab9c499221edf50025fab656ba8b0efca0f5f008545f23fa399737c,6ac4aa71e5370bedf25c176db6d9c1cc073b12d662647d9edc8dd2a5e067b0dc,c1485539da22e8530ee5c1898c4687f0fdc2cea0dc1b938d7e94b306b6c0587c,VALID_AFTER_REPAIR,2,False
cgtnjyggtm:q24-45,cgtnjyggtm,TRAIN,cg_45fc094d021659f8,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-45.png,a22aae21aa2e4b73e8bd8387dd99fd24d7f0dcbefbb862d612dd8334c8fb1a11,fb95cc11b8b688f3d92c7d60857ea3013446a5fa6a9641b937ec2e2e7c5d7765,f627cf12ae8efb214d525a6c8d3915aac60c93a8a65f859e3b3855a91c78bdb4,59e6ba2bdfbb21f177f83a0f8ff2dad98df90bc620392d241a0497369190e5e3,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-46,cgtnjyggtm,TRAIN,cg_6bfdaced7d2b5bf3,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-46.png,667c198f6ee7dcc28dd352d467ac1d1048fd3563327741eb82cd3c5ca288044b,0a3d1055345eeaa0adb39ffe2ac38f547ffdcbf54e06615c002348c90cdf5ded,9571c9aa91f2438e56ca8392f849fa26ee6243848f071b88fccb35cfc8f5e3e5,7fe097525bba9bfc28580868970cc6b5c31533b088026f8d27c43d2364acae2e,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-47,cgtnjyggtm,VALID,cg_523711040788bde2,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-47.png,eff20dbb7615aaf4f17620af78f8394928118402d795c0e4e225575c64c767fc,f330dee64d497a3ef5a17cd32ffc87588fe02cb5c91d32faf6c9b1d791529a1a,443b455cc23681a8696cd9bdd73ce9eeba7f4dcfb464bde3ed72f226e5ae6143,a5c00e0b1bc00278244b55b6fc69581a9dd8356b1f11a97ad6ba20df7f5d84fb,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-48,cgtnjyggtm,VALID,cg_5549ad4618fa66a9,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-48.png,89090ab85a001ed26f3133af555ebe6f56fe894068bb0330eef57c45759673cb,c4d3d9badaaa6b9ff0b351685a1833a8dab13443b79642d4f6353ef3f6fdf0c9,eb4aec31d2fafcb5e36e51458d2256c15dca22e4a9191fc9138551cca15bfb5c,6cf30c364bb69a5bcb5981da40a2baeb30098b8764cf3ca283933a0bc94be647,VALID_FIRST_PASS,1,True
cgtnjyggtm:q24-49,cgtnjyggtm,TRAIN,cg_be3b8fef53d315d4,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-49.png,df2ef39e079d31b6e3b25682b9759ddaea0e764c5559327fbde7ff7f3dba54cd,3b329200cea166ce7f123be872233c1819024be9a06b684d44e48c87fb7e2691,24c384836ba46e6b0580ab4677770056c371aa0bb8f696177fe971a337e16669,c64d6ee5c79432ea09fc194bc93c474972bdaa4abc54f3795ce4088f0a475fdd,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-5,cgtnjyggtm,TRAIN,cg_da21dc6f10d1d990,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-5.png,3d3121674475634415cade47f53b5e5e3f565d5b5f083d452f94579fccfefac0,68ef06453545ee4b586e1b48d3281d7b34431b9278397a5188e03c1f4282f6a3,ebddcfe464df8e54e9adb52492b2999362e5a29432ec24eec5bd57dd0eac55a9,f2fe55fc591c936005e723be920cbeb583fc4a2f6aff791ae0c4a50a05444bd4,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-6,cgtnjyggtm,VALID,cg_344fc945dcb88757,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-6.png,2fc77c77f50026053edefb416c8f7ce1e0f5359efb2563805bdb7ad04d4f709c,5cbf5707c9c072541ab3273a7c637fe8dd87164d8996e04b069230dc90e4d33e,4eabb88c13e42a5ab8ab0be0d41745847b611fdd3b71daa4a8117e079a88ffb0,619deecf3bdc0b609702495364f334067f5a8c3a05dd8f99c612869a0397e878,SCHEMA_INVALID_AFTER_ONE_REPAIR,2,False
cgtnjyggtm:q24-7,cgtnjyggtm,TRAIN,cg_f9918011ab7eff31,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-7.png,6ec3c0505d1799ab4355b36dff3a0b5642b1120763add2ec35d9b1b775482089,45b50559d7fccc76c6589e9d6bc7a081da3b4d3ad004b0a714de5f8a296c7367,7a7a8c7729233e5bcdc287e92220ac1beca67c8874c5c188cf58a798642cb8e0,bca5e283d8b8908345d8504352c5e411b7d25e156a9ce0eaa8bafff2c25ad5b3,VALID_AFTER_REPAIR,2,False
cgtnjyggtm:q24-8,cgtnjyggtm,TRAIN,cg_8f0a2752732889f6,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-8.png,6f9ae8718a5dc38a50245f2f376afc6608e3ac652cfe20eef13adfb7d37a1270,9e1a7b8e2767832c9cabe8f83f566588e4a5bcf46107c3a259849ac1f9768e0d,7c1b2ebc8df36cf5327de457f6a11330c578f4d7cad8b1037eab057f40f8a668,4ccd0b5d237114d66d0f39c7af642b3e391eb453ca83b6c83617daf072008c73,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-9,cgtnjyggtm,VALID,cg_2cc9cac1c5baaf14,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-9.png,58a3c70e4e2c47663ceb113eaee1709396ff77e157816b944f5240f26a727bb4,d6d03eaab4f6d77342f9c101bd3b325858a3dca422b979cea272bd2b8ee2b268,8f44a66573fc87e03cf6f2cde886c13200bb53d799fd4ba137e7858154ba7e66,30446f398141d9409685cbf6869bb7ec8cd8a6da57b0c8c688db942e05217cd0,VALID_AFTER_REPAIR,2,False
w68dtmpfyf:q16-1,w68dtmpfyf,TRAIN,cg_fb02413e59ce6155,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-1.png,67f396c4fc96ec7902186cab68cd9d0c24c96a1cead5ce7ac597ca5f2484078a,551f2fde2b6b00d465e133316b2e87140d636498eccd8cbce233ddf271e6210f,bebf08ef7fcaf77d7076550663a01f1f4d01a2ea10f940eec0bc468235fb9835,329fafb642184a3889eefb025db8ef5a21244948fc12078c044c4a14d63993d7,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-10,w68dtmpfyf,TRAIN,cg_c2c7ddd46655ba56,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-10.png,892e78ea24abe0f887f9f7de57c1b3d51019945a4f4eeded97801bc95b5bc5f0,52e6594020082f905ee192fa1e5e1a4740514ddc5347f424e6530329cd306994,1964e21740dff6855c9074a5ca5e493a0be07f8e0ceeed1d30e62e3991a86f28,14b584f92342c5a897ea253e2a2776b4710e4eaf7c20bee483af84f83df25d19,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-12,w68dtmpfyf,TRAIN,cg_8e2db126e74b8a90,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-12.png,d63329e76fd0b4df534ac68a5aaefc4bdb0fb61b5a23d170f5385235ba0a2dbb,f1977c474dd08970295906c8dcd981061cc69b2a73041178f64c29e123ba1a7e,7e5995c1259e9fb54e99726ee5aeac2869661140e5684aa729f92085e7692314,ddbff64efcaa419af10aab8cf06f841ef6e7b17c8cab73cf6bf6a08d43802abd,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-14,w68dtmpfyf,VALID,cg_73ef27ab04a735de,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-14.png,02cd4231d7be32ed76c98413bcba9c131e04cece04ac396bb4726597cec9dc97,a0e03751502e01ff311e5369409f729304bb2a662c03b6c01759a599f0aaf60e,39fd3e3a82d1d4d12f6a3f9a4700f38ee8ce86cc6e8c13647339d7d3bff8113f,a81c20414c640d953f907151387e0ed9b225aad4794977da3d3751294654c454,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-16,w68dtmpfyf,TRAIN,cg_a9d5feb41d10160a,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-16.png,4e2f696ab0b16a335d42712c4ab57bf0d25122938c14fa7643e199b6563a3af8,d3d529fbf38244305a5ba2b11a95f6060b39a32489789e1342354f52eada9917,cef4d4ce6751b92b76802f3ad0742929ded92097914e3629315f53b1bb998eb1,2254e3457eb63f12d2d226d09adfead7286b6c78a6c17fd42df57c9132499541,VALID_AFTER_REPAIR,2,False
w68dtmpfyf:q16-17,w68dtmpfyf,TRAIN,cg_ea926073d033193e,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-17.png,bb54f28526f49f77855739805c2c083bc37604f6bc5e1c6a6f9be56250a33cd6,9083eced5d6d8946270a9b3c8207b88319ef06d276437518220a283abfa99fcb,6aab7050afb6b5cbdd30731bb48736c13b2df8ed49aa3e530912daa29a1ab784,29925a9d6d7b7c74f1f6f5beccf513078a48af082baec088961ff25f3a32e58f,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-19,w68dtmpfyf,TRAIN,cg_09f55d59cd17f987,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-19.png,854f5f5f2f0040701d7aa61844a34e2c85d52764be6f5d73d1bc631a70b41522,327fd6dfbb9d3c6428136ab28c89ad74752fa546fbe473369ef8fe430a462978,c3fcbd013c1da1fe4694779fe983bc6dda50abfaffdfd9fdf2513cd0b76962d7,56ef9033319ae08d0d6d5e78df17ab03750ab1816bf188968cc2cb547db1a9a2,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-2,w68dtmpfyf,VALID,cg_ff2d01cab2de3ddc,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-2.png,489ed0a98222414db39abefd1d57737bf983a70c583241cdaa4b13ab4f318079,f281e60f7321cfa144bf713f3330d9bec6417d015043b3afd459bf6adf8201ab,77c2ac636519c1e4cd1573aeb156d541356143301145142bb0b70bf34fa7dce2,951aee4b4f865a4cd619a4fd683268b34a290d2141c4172695c1b022d5a0f474,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-20,w68dtmpfyf,TRAIN,cg_a1b1130097acb8c4,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-20.png,d09e6835397fc3415580f278b72d7abed9a9e23423c3d4244b4ab84e1521d6c5,25da0553818fcb4d2c2ec60a1d3d1ea7640ae417b5d0cf1ed9aee23ae01c9b58,9084c37b37c6f595405f11c2ba75de7700fa8659b62863e9195d9ea17c1fb413,f2cdd59fa931552feb8744abf7dcecd69e8c5c1ec953dcf8d3f4d367acf8e618,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-21,w68dtmpfyf,TRAIN,cg_d77344d187a3267b,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-21.png,fb67d1b215bb3898c61013404234e06e838064a457b7aee29553175b9abd5e91,55ccd8098390876ea7b4eb2bf15b312ca3f22aeb028cd6babe90d7b000f06648,008b704474d8e91db1b7440314ca156f54a1733eac9407393bca6e2af95226c5,164b1a4ecdb9c9e5346b419a5520692c1f0765552d2400919cf50fb80241bdbf,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-22,w68dtmpfyf,TRAIN,cg_f845bc31bfb448b3,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-22.png,313157e3c867e292e95605aac19740a02e29efe28f4d3610f3eb68a2745341c3,616f451551362180fd59cb6e7fa30cc814d96d6ffa024e395fbf65b0b61e8f89,f85b143502859ee935e435269d39da41a76026bbc46f32a9054964bf7bfa2897,531f6a0144b6f0146ad304f032a4872ed8a11fa8138029190f1a144228518658,SCHEMA_INVALID_AFTER_ONE_REPAIR,2,False
w68dtmpfyf:q16-23,w68dtmpfyf,TRAIN,cg_bed783d957d292db,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-23.png,13529e168e1a984c148bb834d77a6881f616d3ea5b6de70259d7f606743494c4,b2b6078c7ad2e0a9c730e9da254edd650caa6a6b7ce8bcabcd47343c39b45af4,c378836229c7cbd967fc30d892c7eec7ff831a1d30a35f36c65d42d0842f10c8,cf6d5ba61a58cd15c4364ca7598f04101dd2e48bf34d296b8eccb0ce86158548,SCHEMA_INVALID_AFTER_ONE_REPAIR,2,False
w68dtmpfyf:q16-26,w68dtmpfyf,TRAIN,cg_44520703869fedb6,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-26.png,8db32f6cbe12c968bc73e4bc83fcd4093e2f5ef61b264a4348c337b30cca1b29,020afddc54c1f65322894150fa7981c11f32d2f0be2255d2ef276cd0d8058071,5908503192647ad3c3aad3613fe3b6a187a95c540fe0ba3f75cd6a073212cf15,b613f4dbc18d87e6059853bddb406557454cc13a960b83e29de0fccf27eb425c,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-27,w68dtmpfyf,TRAIN,cg_571056aab3ab6ab7,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-27.png,ab368397d8718fb064c6d47a73727bc33807728c7e8c618837381ec1c0bbe88d,a1372c20c5887daedb5804db01ef4c36a3bbb053427e862c7ad0234e46d116e1,62d26ddba89a5e1570081448e771e76bd4c3807f77b7087f0c0789f2db0465c2,3a70f1903c12cd7371ee4bc6438a2a59f0fd0c8f8c282328fba2d13d0649f069,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-29,w68dtmpfyf,VALID,cg_94a031a5fc453cba,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-29.png,b0d65ad1e8f61ac7d95e6e0d38d26ed31e5552866f9dca70b478be7e133d4008,e03d1e800bd0d8aa219541870ba8121090d0d050de12641abe00516de8de86d0,69b2d8f859db33f5da96f918b654142b6852ec990e9316284787a86e2f86dae1,b45982b1f9d0ab121842f04ba399cd3c2b67185cd3109d237a9868415960c22c,VALID_FIRST_PASS,1,True
w68dtmpfyf:q16-3,w68dtmpfyf,VALID,cg_3361913654df8b27,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-3.png,e213240f4c80a0e754da56679b739c74fe8b5a0459c96d634364dfe56754a285,06c361905a3b41386efa3c56587ea98493d8183dcd02dede267a01fb94a64ab7,d123565a58dec0944384ebbe0528dfbdc5a50fe6440ae3fe8a1037b726998eda,cd1edf82e1e304ef5e35725e540dba3d74b582990b6c1dba381a7dd49124dbbc,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-30,w68dtmpfyf,TRAIN,cg_bee5ab8a92b4af70,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-30.png,601d4a58245ef376a4f64f1bd7a7880de4808098cdc3dc18fbd6b5ef1689e587,5ae474172fc46903c09523e6f939a17c0bd31dbddbca22705a260fb0818287f0,ce494a710f9580521fbe9ac07e69743d9b1cf0d0d3cf37c48fd92ace3554c6ed,ab819da72bffc2a44ee8771615263f5b5b7f7b00f3806e6272acd08c54aca225,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-31,w68dtmpfyf,TRAIN,cg_9c54f63456cd338f,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-31.png,540578d3fcbb549dbf7196774c8ef77e4232bf202e5573b802bfe3997e1b730a,72c689b57348940f6904ac05b9ced799c2b8e4fab4a589646c21c84be5b5db69,90fa879617825ab8f875b4badf311faa90a395609ddf2bde50ab3d8a0f1d5dac,90734d5c8d9e89ed4ec420bf2054a68ca4d904055a8cf3ff18394bfef287c362,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-32,w68dtmpfyf,TRAIN,cg_09796b91b91be056,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-32.png,7e07815fa55fa7ef68422058296a5818a9155c2078064b83ac6993aae4defa20,3a723d565917af443b10ea3fbb3a57bb489351bb85e200ed11e21bf64972f685,e4f7bf5a94845ce7f42157f0ebae895fd8afaa05443d0b4ba4cc12b0d34e1094,3f54ccfdd148484d4c323e57236775a1f2d40bdb63fcbc5b9ee3e418eec306e3,VALID_AFTER_REPAIR,2,False
w68dtmpfyf:q16-33,w68dtmpfyf,VALID,cg_a37eab4f5b7beb12,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-33.png,66a94cda6035072fd39ed725694e6afeb837831e4b91c82858d60c17a0b53dc2,219ec8e29b2a86eea00c421b55f9a8495ffc5ab2641ac0d404c1898f789a924f,019d6bb311a57d60160dccd142bf93dded8a666facce706ff279bc593c2a3e95,155d84d58a38aab68357d9b0340f89f958a0e3280d7a1c5c62ccde8d976e8bbd,SCHEMA_INVALID_AFTER_ONE_REPAIR,2,False
w68dtmpfyf:q16-34,w68dtmpfyf,TRAIN,cg_e0934f3f68a405b2,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-34.png,f0ec1fb07df866812670a6b119c47e4bafe07b47d84e6f1fc3048c31070efab7,63b7662781e4b1521b199de8a91518f090159825c38b801fb5765ccc87c3242f,cd616aece973eed158292bfe9e3b19df195ad15c6ede85e3c288248dc0993415,7d3e90b184063c47bd086e7e77b90199d6cfda55be31e108af12c3466e1e9c3c,SCHEMA_INVALID_AFTER_ONE_REPAIR,2,False
w68dtmpfyf:q16-35,w68dtmpfyf,TRAIN,cg_a71ba584dc3f4edb,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-35.png,9cece85ba679071dfb215e8543b13c6ac02d5851abc482cfa5815ed726321325,dfbdcbf0f9b1c57ff8086cb47f2fc2424ab9c084bb7515755847b4fe1d3021a2,824f2f5cc2f86c7d5ea459ce4dcc871e12491c3408597784a8c4289e7070485d,0fe38d7bc76e67dec5a7b2da163787e5d9235bf17747ad91c0e1cea98ce1066f,SCHEMA_INVALID_AFTER_ONE_REPAIR,2,False
w68dtmpfyf:q16-36,w68dtmpfyf,TRAIN,cg_74361971d6b32cf7,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-36.png,016a9dc508469d9853e477ad9a3f4aaba923855a2d837059642cf782bb585c34,0695ba2ce0f62cccf011bd93c1cc9d3408f88115464b411d14975a18bb8565a0,ea30019fb57abfda8d0e356b4ee9c32618965f1572c714253c9d2240f99f0d25,57c58a20da616d3bdcc3b95a0408e36906d78f270c90de09027a17ea99b19659,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-37,w68dtmpfyf,TRAIN,cg_3fb8cff46ea6c70d,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-37.png,8bcd481c1f9a5cf04d32318ea7350dfd1a1c3cecb89e00ec88e9cc40e8a7a4bf,da27583c23ded1c490e5e44d06c573db591362b842675791f42e37c03cf64fc7,ed145de4b4cf4c90ab371d17b3265b21e397cc75060601843e41574e3a30f8d4,54f4866c3dd0cfc3a62596b19967d10b2c1ea142890d5ef92d53cd227860558a,SCHEMA_INVALID_AFTER_ONE_REPAIR,2,False
w68dtmpfyf:q16-38,w68dtmpfyf,VALID,cg_a052ba6f5200ee4f,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-38.png,7423e168ba0ff693438c1835bdd68009c027fe7ab594362fcbdd5dcb07211ce5,f9db4e0d08d960a253c8eb4bc44d0045929a53ae6cf410e372d42427fd52d946,1dbe87cf6d2ae76733beefebd97235a32a60966b364461961f44fc89498166c7,35fb83bda55e08bdba529cc253a0eabeed1e0c479f7f27a97a9936117d6cb9eb,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-40,w68dtmpfyf,TRAIN,cg_66341cccfb649c4a,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-40.png,4429524f539a549e90d77d67b9c35510cb2ece0d17e644a490ad3e1f74a040c8,dcb42b1a9de08a732629a83427879cf88ef798f5f066514be25009f004ccf1a7,739abb61d85289de6e5d676e5ebd6763935a8aa79cc30024020f1f67b0f71ceb,cfca2eb67e07ee9b5cd8f627aeb07ec51039abdd551be7116633e0cad8405906,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-41,w68dtmpfyf,TRAIN,cg_cd27206d68daeed1,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-41.png,efa84fbc4caba29afa6825460b7a6f90907a90a605d59935d464497156a09a45,9b1286d2b6ea14fa3e3bdd680190821868c9659688dd9073d021e3aac76d1dfe,53381ed1c6e1a0e79168c22d92813713c105dc8495714129ea081c78bc5f8472,d976404b16a8f95bd5e08ec49b7328d34e0943e374bff60a3e9e53db32fe7bd9,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-42,w68dtmpfyf,TRAIN,cg_b9ba7d2b16c5c8bd,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-42.png,6ae412dbe0bd7ad6bc402f503424e3f69dd4ef5203ea7e0f1970fb2887eb4143,18b341fe154ce6d7b6a02f3b6051d83163b8175f0440631dbb926bfc98517d5c,e58255297a23f7bbbb6f9d9e1e08373393a1caea82bcb8f4f511fd7ef1f40892,6175aa0cb6910b53c583df5d9d1b082edb6b1252ca830fecf65fc2d8400108d3,VALID_FIRST_PASS,1,False
w68dtmpfyf:q16-43,w68dtmpfyf,VALID,cg_6853c8e74a68016b,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-43.png,4ebea5bb47eba8cb77a7b02ced3ab1cef5f1f612efaf32aec04c95f2646654ba,54a4305d52452a83f3ba49121a2cba5fd090f9219eb5828c6bd42714f67b2755,50afe7449cd7b4189c1e6fccc76d3367dedc9ccb8ddb136db0a4e299627570c6,ec9d34834867097d956210ed1df16eea11c65ea060e3ea1a3c3c750477dbf1f0,VALID_FIRST_PASS,1,False
