outer_dataset_id,split,specimen_id,fit_domains,query_domains,source_sha256
cgtnjyggtm,fit,c8-28,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-29,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-30,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-32,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-33,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-34,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-35,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-36,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-37,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-38,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-39,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-40,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-41,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-42,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,c8-43,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-1,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-2,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-3,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-4,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-5,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-6,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-7,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-8,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-9,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-10,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-11,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-12,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-13,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-14,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-15,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-16,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-18,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-19,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-20,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-21,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-22,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-23,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-24,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-25,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-26,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-27,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-28,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-29,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-30,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-31,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-32,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-33,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-34,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-35,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-36,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-37,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-38,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-39,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-40,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-41,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-42,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-43,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-44,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-45,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-46,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-47,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-48,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-49,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,test,q24-50,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-1,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-2,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-3,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-4,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-5,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-6,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-7,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-8,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-9,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-10,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-11,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-12,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-13,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-14,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-15,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-16,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-17,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-18,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-19,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-20,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-21,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-22,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-23,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-24,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-25,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-26,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-27,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-28,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-29,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-30,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-31,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-32,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-33,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-34,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-35,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
cgtnjyggtm,fit,q16-36,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""cgtnjyggtm""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
