analysis,subject,metric,replicate,value
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2296,0.015575908901797
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2297,0.013893641779375
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2298,0.014701135269264
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2299,0.013624691729865
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2300,0.014847327457622
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2301,0.016293220604535
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2302,0.013824988610739
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2303,0.014983268672076
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2304,0.014016148851991
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2305,0.014443520607175
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2306,0.016058878637592
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2307,0.015268666848592
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2308,0.015504780954116
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2309,0.01451235738461
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2310,0.016146434451305
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2311,0.015323619922234
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2312,0.014567012161251
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2313,0.015019441774972
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2314,0.014355896283007
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2315,0.014277039913427
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2316,0.01554178030111
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2317,0.014169554069648
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2318,0.015529502001586
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2319,0.016296326787724
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2320,0.013848471803654
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2321,0.016237551431138
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2322,0.014506767557424
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2323,0.015622243458314
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2324,0.015679479360423
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2325,0.016227437291389
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2326,0.014203634480859
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2327,0.014261473584552
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2328,0.013887440351895
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2329,0.014231465712871
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2330,0.015570274444458
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2331,0.014906944435876
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2332,0.013357665950308
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2333,0.013272747524469
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2334,0.015586335942648
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2335,0.013534951132678
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2336,0.014436887463925
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2337,0.014562090562145
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2338,0.015101114457431
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2339,0.012273046206024
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2340,0.014390984754639
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2341,0.016173261495851
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2342,0.014118395450761
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2343,0.014003734668383
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2344,0.014944068524448
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2345,0.014720707027337
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2346,0.016255272264801
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2347,0.016466413434144
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2348,0.015130535161563
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2349,0.014996411270709
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2350,0.014206618718468
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2351,0.013811170914854
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2352,0.013657762650613
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2353,0.015570491147002
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2354,0.015742750517217
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2355,0.017265456217372
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2356,0.013357353596612
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2357,0.0136660571255
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2358,0.016065032438607
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2359,0.015861036977533
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2360,0.016459627211904
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2361,0.014335451485647
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2362,0.016850536267859
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2363,0.015229758654486
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2364,0.015500889941845
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2365,0.01383613733702
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2366,0.01466156990851
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2367,0.013230624102019
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2368,0.015974162455851
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2369,0.014568707375368
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2370,0.015036844273499
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2371,0.015731061002949
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2372,0.015164949233717
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2373,0.014344631077926
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2374,0.015126743127282
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2375,0.014491946669061
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2376,0.014994106801236
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2377,0.014368651474747
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2378,0.01484543856977
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2379,0.014830820026208
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2380,0.012920503556085
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2381,0.015913558877386
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2382,0.01533873730487
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2383,0.013282508403344
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2384,0.014074525975646
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2385,0.015039612600981
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2386,0.014327452539499
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2387,0.013454588251179
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2388,0.015992398238689
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2389,0.0156625340659
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2390,0.014562505426967
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2391,0.015491945580089
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2392,0.014890682321047
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2393,0.014312719730113
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2394,0.016021651322829
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2395,0.015229032838541
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2396,0.015571602964679
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2397,0.013818020343548
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2398,0.013364685266766
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2399,0.014388705812286
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2400,0.015314906808012
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2401,0.014470049959613
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2402,0.012336965590615
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2403,0.016359034858807
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2404,0.014137662402236
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2405,0.016466132271842
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2406,0.016015341548456
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2407,0.015061361152663
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2408,0.017232732347856
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2409,0.014748570166284
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2410,0.015179303458111
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2411,0.013742011041891
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2412,0.01518370027357
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2413,0.012158675360609
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2414,0.014999521678002
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2415,0.014293886012532
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2416,0.013366259504107
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2417,0.013470769674518
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2418,0.01503128219573
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2419,0.013496386760476
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2420,0.015695566651237
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2421,0.015128648105227
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2422,0.014640036187455
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2423,0.014164802804531
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2424,0.016331916726384
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2425,0.014306197784991
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2426,0.014748131424339
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2427,0.015389783451346
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2428,0.012769396547752
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2429,0.015457569072387
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2430,0.015709121035076
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2431,0.014928321741202
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2432,0.014056407942025
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2433,0.015623656827757
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2434,0.015593677477972
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2435,0.015119297523431
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2436,0.014993452343905
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2437,0.014781453984018
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2438,0.016110553981115
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2439,0.013450307475827
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2440,0.0135519728798
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2441,0.015079017513416
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2442,0.012469751409514
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2443,0.016481430753989
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2444,0.013972190514506
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2445,0.013015651439862
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2446,0.014208714663438
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2447,0.018180608759761
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2448,0.014618042254986
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2449,0.016179536190892
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2450,0.015909503105587
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2451,0.014082563731128
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2452,0.015008451146597
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2453,0.01463797946403
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2454,0.013980553045432
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2455,0.014603419243144
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2456,0.013783308311749
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2457,0.014817833790822
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2458,0.015413430959808
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2459,0.01441374382932
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2460,0.014187799232837
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2461,0.014295529644015
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2462,0.014275088034914
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2463,0.013126758037412
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2464,0.012883884572523
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2465,0.016546984038798
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2466,0.014282424642063
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2467,0.015436611363965
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2468,0.014338047023817
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2469,0.015158246912544
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2470,0.014825716987545
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2471,0.014417149919745
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2472,0.015634614174011
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2473,0.012405024238287
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2474,0.015192214685764
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2475,0.013900379282296
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2476,0.014476762875601
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2477,0.013858773793382
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2478,0.014276345693759
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2479,0.015234417922848
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2480,0.013845854445921
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2481,0.01515082908798
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2482,0.014518102825893
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2483,0.013094310999507
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2484,0.016180727083668
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2485,0.013501895241331
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2486,0.016887506585281
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2487,0.014419804353006
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2488,0.014526328674096
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2489,0.015667377798449
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2490,0.015539821557464
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2491,0.01450686211404
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2492,0.015941410960371
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2493,0.015528658803665
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2494,0.014073228197291
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2495,0.014812496382411
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2496,0.015929723728538
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2497,0.014661574108929
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2498,0.016215355436873
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2499,0.013072034194907
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2500,0.012867168587802
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2501,0.014630210155476
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2502,0.014711338657098
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2503,0.014855585642887
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2504,0.015003899185984
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2505,0.016150828204403
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2506,0.015309587677163
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2507,0.015374555743633
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2508,0.014920260187205
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2509,0.017066496024933
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2510,0.014706751449372
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2511,0.014689157207475
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2512,0.013219728619646
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2513,0.014645097794436
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2514,0.014722790928394
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2515,0.016847629074798
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2516,0.016587844730125
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2517,0.015260611059991
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2518,0.014145884578968
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2519,0.01354997764305
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2520,0.013720066825998
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2521,0.016574216822641
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2522,0.015996601923265
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2523,0.015838632466555
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2524,0.015343064865781
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2525,0.01404260089305
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2526,0.01406043423825
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2527,0.014643766988892
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2528,0.014239849715093
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2529,0.015721229653153
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2530,0.01457329198349
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2531,0.015873603902066
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2532,0.013110553731751
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2533,0.015349374844044
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2534,0.014381776665171
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2535,0.013816515066937
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2536,0.014100215963114
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2537,0.015231646898739
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2538,0.0141275859605
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2539,0.013279805830628
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2540,0.013689147716913
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2541,0.015627864638501
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2542,0.015407668743211
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2543,0.014778362161049
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2544,0.015415084975214
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2545,0.015133129594371
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2546,0.016221403757271
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2547,0.015617123429418
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2548,0.014871299407426
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2549,0.016091562042251
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2550,0.016020152974401
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2551,0.012929305042708
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2552,0.013026205235199
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2553,0.014669177416432
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2554,0.013915483920059
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2555,0.014627758425431
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2556,0.014467964427104
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2557,0.01532137066905
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2558,0.016854689562648
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2559,0.013543756402557
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2560,0.014992391560751
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2561,0.014652449216452
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2562,0.014708657959384
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2563,0.017053215755633
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2564,0.014381092924508
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2565,0.015937263584758
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2566,0.014746888359653
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2567,0.013183469843052
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2568,0.016072383892793
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2569,0.014554721386766
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2570,0.013691602553607
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2571,0.014567722015882
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2572,0.015064398643816
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2573,0.013943466768512
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2574,0.016455732894503
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2575,0.015652911797297
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2576,0.014398959392309
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2577,0.014129766617097
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2578,0.016212162748267
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2579,0.015528597866789
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2580,0.015323433429606
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2581,0.014870740458
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2582,0.015537418342444
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2583,0.013754924920524
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2584,0.014288690125851
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2585,0.016447874961947
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2586,0.014630904719293
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2587,0.015797772708991
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2588,0.014370168588241
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2589,0.015544776974735
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2590,0.015728151666961
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2591,0.0161358680936
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2592,0.0136616476355
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2593,0.016341498007079
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2594,0.016287078405108
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2595,0.01426097230437
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2596,0.015172114517275
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2597,0.016406900934838
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2598,0.014369579147419
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2599,0.013864286853209
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2600,0.014151810402189
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2601,0.01456618456834
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2602,0.015667355495679
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2603,0.015825307517807
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2604,0.016154636783848
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2605,0.013544170474024
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2606,0.013971324481536
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2607,0.013575339503449
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2608,0.015251875213604
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2609,0.012445430036357
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2610,0.013494670018095
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2611,0.015581063534599
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2612,0.014825381613068
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2613,0.014576315596248
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2614,0.015380776508459
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2615,0.014080063194698
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2616,0.013240632364843
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2617,0.015185000460863
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2618,0.015780579148668
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2619,0.01356778787732
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2620,0.014557240627041
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2621,0.014989768374866
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2622,0.015029097282812
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2623,0.013806358158951
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2624,0.01468816078884
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2625,0.014801780064487
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2626,0.014746819939842
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2627,0.017535391870545
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2628,0.013696229186219
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2629,0.013836875146043
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2630,0.015110907975566
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2631,0.014308004345807
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2632,0.013802528457009
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2633,0.013803052965826
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2634,0.012962125776333
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2635,0.015368085804942
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2636,0.015093666913943
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2637,0.015394521584063
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2638,0.01389862255158
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2639,0.015408929783653
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2640,0.014225824929098
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2641,0.015095940671937
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2642,0.014348502744824
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2643,0.015496029821206
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2644,0.015434525449166
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2645,0.014912176147443
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2646,0.01377873985935
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2647,0.01296874095401
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2648,0.014162196608323
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2649,0.015293199534219
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2650,0.015171890203904
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2651,0.016535680893493
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2652,0.015483352610898
oracle_utility,ridge,mechanical_headroom_over_reconstruction,2653,0.014561844481714
