specimen_key,dataset_id,dataset_version,specimen_id,capture_group_id,author_cai_mpa,label_source_path,label_source_sheet,label_source_cell,label_source_sha256,label_source_dataset_version,cscan_source_path,cscan_source_sha256,cscan_panel_index,registered_cscan_crop_path,registered_cscan_crop_sha256,registered_cscan_height_px,registered_cscan_width_px,impacted_surface_path,surface_sha256,identity_status,p0r_roster_status,v2_member,split
cgtnjyggtm:q24-33,cgtnjyggtm,1,q24-33,cg_1f3b65d59663f9df,308.5413572450112,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C249,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-33.jpg,f4be7b561d01d26434861b416b5e410e1e856e9b80a420fba56a0ccff75bf36f,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-33.png,e8a7fb7879b0d0c48d6b2a07963aa242a7feb33aa262db1deb8107c4ba80495e,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-33.png,c3461ba337c907a95b7ba71452829bf7b7d2ed55dac65ad7dbb2440cc2e54833,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-34,cgtnjyggtm,1,q24-34,cg_aab0af98da0c94eb,316.3388815632638,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C250,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-34.jpg,27f2619bb91f462533e3e8ffc1af0ac76c6dd01e46ca58681af241c6dddf8cbc,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-34.png,66b4efb50a924f0f2d04757dceb87fcab70316ab37c36ff70ee8140e883a1031,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-34.png,9dd75cbfb1774ddf127121995c107e0b3116e37701da1b757cc3dc5fd6cf4baf,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-35,cgtnjyggtm,1,q24-35,cg_9d3e21ecc71254ab,321.2025174246953,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C251,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-35.jpg,238ab348ef9c8428be9aa69381d5ce42e9b817d2b5c94ec6379ca8cf99407296,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-35.png,41a2dcbcb36543cdf1c128dc5b5c92f018d698a8d3faba9d8d45bf5813cfdad0,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-35.png,455c678df1b038a1bb24febf6fe089048ad44b409af83676c9ecd49cb0bd1554,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
cgtnjyggtm:q24-36,cgtnjyggtm,1,q24-36,cg_8ded265eacf6da35,358.5326607055363,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C264,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-36.jpg,25b8a0a648af1487de8a5be8db1295d4b0a1418891fff6c160b5f33b3cfb8f3e,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-36.png,438f48a5549cd340ed5e10831f1b6397364f6dc8e7b997edef16c52464728c85,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-36.png,fcf6f552efe820e418b9468785111d90f42ed1495d7dcdebb9ec84dbcf1befb3,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
cgtnjyggtm:q24-37,cgtnjyggtm,1,q24-37,cg_2ee766de56118a33,378.5227052054826,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C265,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-37.jpg,6b169b95df00a14cb2d33a0d1cc2fe3b01d9d2a51d33fdfab18faee4868757a1,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-37.png,0caa2bdfff372124f9116725fefe96fcb76700bc2775e991a623aec5ebd1b4f2,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-37.png,34600ca09fdde8eb983f515056f9c68de095c71b215194337fb539a64d49794f,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
cgtnjyggtm:q24-38,cgtnjyggtm,1,q24-38,cg_32c339f0600cd27f,338.8521978552154,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C266,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-38.jpg,556a34975d6885b18c882a2b3513c613b1f48561b56ff8b6be6ee83f987f7d13,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-38.png,0f5f3384c56a763927fa635a97ee20c0b995b194fb596b96cbbabe0cb4839254,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-38.png,30fefa69accd60e954cc50ca18fb33787e0da30e2d8149ce76953cbb2270e546,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-39,cgtnjyggtm,1,q24-39,cg_896e5f13aa312abe,431.7704379444723,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C267,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-39.jpg,ea1efdcc71d5efe6459a3472d3f431eeb90139aa1b4f5cd0ba42e82417a99c44,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-39.png,4769f3c54777c305a1b1398f627a6734c7eff184edb72f733f68fd8d53e6db21,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-39.png,cc6dc3d37cb1af3667e0c488dbe7edf9f1737f85d40b19ac0881e701b66940ad,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-4,cgtnjyggtm,1,q24-4,cg_053985a8e4f43e0b,363.9162282768476,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C163,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-4.jpg,698fc17d7c449b157c1b9cddb03ec430e6e944073b2bf98cfc677909369db63c,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-4.png,444a22e7e0edf3f7bd02b06bcdd3f090785d6af74108543191b9e12c18c56745,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-4.png,d13c607fa0a032b74f8e3f6e0ebe7bf60c17a6129376805ea55ed71c82e09083,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
cgtnjyggtm:q24-40,cgtnjyggtm,1,q24-40,cg_46b4adef6a8c88f3,116.0373611371045,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C268,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-40.jpg,6cd1389c52eaefe112f05784f436ddbd5ef0d6174ed77293e59260b075d094d8,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-40.png,888ba49cc90410ef4b1326c9fc8bfb51b6e6c84379136a010e5a9a024d6c01f7,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-40.png,328cf2d21150686f864f24f9d7575f2569c6985d126ada09b932966a485e9c1c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
cgtnjyggtm:q24-41,cgtnjyggtm,1,q24-41,cg_2d9148e727ec29ab,145.1566320185774,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C269,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-41.jpg,626815e97fa6a9d3654c64066e13a615bf449dd4ad65698d451c858dd0461c0b,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-41.png,b55cec4519b118f31e5b8b239b14b12482910873a043420f6bb5ffeaa32f9d53,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-41.png,aad560a16f8f0fb61db30b84b161d90f5751ac88b26a5b1463eda5621e55122f,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-42,cgtnjyggtm,1,q24-42,cg_0564124a9aaf940a,113.4151526566288,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C280,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-42.jpg,14570a5c1e0d4952d8977e708a94f099b5a5a7a51782eb45b6a46bcf780b59be,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-42.png,c2fc746e9baa9b64415b2e59d1b7904ef65eef0033e9eb752189a7426f8b118e,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-42.png,f8156b17409d073fdf98f36ec46aa0cb311339d906551bae7757b3808d35786c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
cgtnjyggtm:q24-43,cgtnjyggtm,1,q24-43,cg_8ae141d34a973d38,113.4356976268704,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C281,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-43.jpg,582556a11d02eafbf3ff9f4d6434943c57a70c3a17db39ead05865cc272268c9,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-43.png,0a240393f15ca5d236dade8535703adbbed0dbb636b6feb4415a3ec0b2409f46,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-43.png,da39a1a259fc2b472f62d5de14713c11619f7011cada4fa46f293f34f3ce8970,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
cgtnjyggtm:q24-44,cgtnjyggtm,1,q24-44,cg_9ba3cd5fb00ea91f,109.7504114917296,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C282,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-44.jpg,8688d550df540c70c57aa08008be3e4156e2b290972f2e3a7d557961b9277031,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-44.png,a87bb031a5bcbecccfa85f8dc0633fc4e916e984a5b9f5c01c24de5f0dbff57e,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-44.png,ff6f1c4e8d3da64f71465af0ca3809334dabe01f4376d093151386560aba6f41,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,VALID
cgtnjyggtm:q24-45,cgtnjyggtm,1,q24-45,cg_45fc094d021659f8,110.3718217994942,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C283,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-45.jpg,601fb7590f3804181ba423d1741b0107c67b797d35eddf26de6a164ee6faa1fd,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-45.png,2de033f926011c39767d697d912ddd5a514025591fb3fb99ca4d1a35af35d7fb,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-45.png,a22aae21aa2e4b73e8bd8387dd99fd24d7f0dcbefbb862d612dd8334c8fb1a11,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-46,cgtnjyggtm,1,q24-46,cg_6bfdaced7d2b5bf3,118.3974964304373,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C284,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-46.jpg,6b5768f5043258951544e2d34297068d03a066e80bfc9493ca5530eadd1f10db,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-46.png,d3f6076782495f96bcfe451e56c4009ceb48e139ac5e42028eb81d5cf74718a3,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-46.png,667c198f6ee7dcc28dd352d467ac1d1048fd3563327741eb82cd3c5ca288044b,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-47,cgtnjyggtm,1,q24-47,cg_523711040788bde2,119.8673896475662,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C285,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-47.jpg,1e9b1d22ce220028122238e5176098949e521ea7c4571a73b13894a9ced43c1a,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-47.png,b7d83421bf3b7e12d4bbc0ce57153b035bc75b424ce3ae0388101e3edca5c811,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-47.png,eff20dbb7615aaf4f17620af78f8394928118402d795c0e4e225575c64c767fc,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,VALID
cgtnjyggtm:q24-48,cgtnjyggtm,1,q24-48,cg_5549ad4618fa66a9,136.6800016223299,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C286,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-48.jpg,5472f053ad54dec09e19eb726bf8ed402c1a038cf41e15acb89edc29ada0f0d1,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-48.png,891dc75c089b0bd4362492f6c84fe4ddb9ed484b9c4e00c92b69184e1d2b0037,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-48.png,89090ab85a001ed26f3133af555ebe6f56fe894068bb0330eef57c45759673cb,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,VALID
cgtnjyggtm:q24-49,cgtnjyggtm,1,q24-49,cg_be3b8fef53d315d4,146.9254398495205,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C287,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-49.jpg,c74729963dbca00ffcbb5f2021e9dcb5dcd0ba6d91439f34c8af6583c6aafb42,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-49.png,3db90c9f51d95c34820d9233395cf58473fde477367f3b30363efa565a6dc400,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-49.png,df2ef39e079d31b6e3b25682b9759ddaea0e764c5559327fbde7ff7f3dba54cd,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-5,cgtnjyggtm,1,q24-5,cg_da21dc6f10d1d990,353.1213535100361,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C164,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-5.jpg,6693cb3699d6c8061800a0bf1f7ae1c7cf0e49f60541b66b33e08a8f9f87874a,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-5.png,f137e82b1552dd614a6cd94af5d7d4ea3cdded58107a730c12f471495b0556ad,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-5.png,3d3121674475634415cade47f53b5e5e3f565d5b5f083d452f94579fccfefac0,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-50,cgtnjyggtm,1,q24-50,cg_4a5dcff4719c1cd6,144.78563268364,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C288,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-50.jpg,cd65fbda84fb79eb7108fdb4aa9c2eeb73f4b0a76de936d286c27ec499843538,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-50.png,7186613586d221bcb3c009e0559d2dea5c95deabd1c87fd33ad69b7228e4550c,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-50.png,bd766dbf12e804a9e5f995e31534529aae455b7f5e99eb584696343ff87f2b17,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
cgtnjyggtm:q24-6,cgtnjyggtm,1,q24-6,cg_344fc945dcb88757,348.2847226221133,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C165,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-6.jpg,7d00661861e52534b7a6303d8bce5bef38628b7aaedc1b4e5c48156ea4b52f29,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-6.png,33621f71b2ecf995ae7d5d95367bcf3330a78618d7226db030b9e030f9f51e9f,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-6.png,2fc77c77f50026053edefb416c8f7ce1e0f5359efb2563805bdb7ad04d4f709c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,VALID
cgtnjyggtm:q24-7,cgtnjyggtm,1,q24-7,cg_f9918011ab7eff31,270.2327577227217,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C166,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-7.jpg,13cf750f4dc530d59e2d6fd4ab0f855aefd521db41d893956315c59cec93542e,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-7.png,2a6738e12bfaa3ea27acf47d8efc41813771142711c14d6ea60c96e875ab94bc,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-7.png,6ec3c0505d1799ab4355b36dff3a0b5642b1120763add2ec35d9b1b775482089,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
cgtnjyggtm:q24-8,cgtnjyggtm,1,q24-8,cg_8f0a2752732889f6,262.8702369192953,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C167,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-8.jpg,2c8a29f9b5cdb9fae94c7cc3aaf5a3a9cf65401cbc2fb3c997b3ba1e747c53a5,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-8.png,54cccad86e57fcda126bb3f2fe6e7cd81dc67f22218454d743aaee2474e8e57a,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-8.png,6f9ae8718a5dc38a50245f2f376afc6608e3ac652cfe20eef13adfb7d37a1270,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
cgtnjyggtm:q24-9,cgtnjyggtm,1,q24-9,cg_2cc9cac1c5baaf14,262.2107202934329,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C168,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/cgtnjyggtm/v1/internal damage/q24-9.jpg,594d6a20aa972ce4ceb008c8187e74bf7dfe8ee4b2eebcb56890c31eede0cf7e,0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-9.png,0c6370c485be65a51ed887d754714b341dfca7f0fce3281383a4729c4b2ce01f,674,675,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-9.png,58a3c70e4e2c47663ceb113eaee1709396ff77e157816b944f5240f26a727bb4,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,VALID
w68dtmpfyf:q16-1,w68dtmpfyf,1,q16-1,cg_fb02413e59ce6155,297.2135164655458,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C136,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/w68dtmpfyf/v1/internal damage/q16-1.jpg,7c0064a5c30ac27821ec8b72d44da05c3e04df61a6bb5336c29afc41639c6f95,0,data/public/hasebe/processed/w68dtmpfyf/internal_cscan/q16-1.png,4d313ddf25ee7d156b42811c79d08cf6b7aebb5b2e54de2c2d077e0e93523bbc,674,675,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-1.png,67f396c4fc96ec7902186cab68cd9d0c24c96a1cead5ce7ac597ca5f2484078a,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
w68dtmpfyf:q16-10,w68dtmpfyf,1,q16-10,cg_c2c7ddd46655ba56,270.5972719919158,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C145,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/w68dtmpfyf/v1/internal damage/q16-10.jpg,e68dfdf1950ef0240556ab5fcadb865e028a64115d45d1d2bc2ddef806a5c428,0,data/public/hasebe/processed/w68dtmpfyf/internal_cscan/q16-10.png,1f11b5275774f20a3cc4fdf646e01d1e1d48d8702d51befef9afe3d36dcdaf87,674,675,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-10.png,892e78ea24abe0f887f9f7de57c1b3d51019945a4f4eeded97801bc95b5bc5f0,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
w68dtmpfyf:q16-11,w68dtmpfyf,1,q16-11,cg_6f2222eb2dc4bdd5,295.5874219454817,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C146,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/w68dtmpfyf/v1/internal damage/q16-11.jpg,cd2d69cb807f73cd97aaef9644addd0cf22e4cd87eaa244a02000b162ec2b95b,0,data/public/hasebe/processed/w68dtmpfyf/internal_cscan/q16-11.png,85245d7522f4af0ba94dcc3ab92082576e79ffe2780b602fdfdc88619b2d4526,674,675,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-11.png,3d5142cb2fdf678c1b3e2b815ed36877dba8ccb6dfb8c5d8449b65f73e6490a4,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
w68dtmpfyf:q16-12,w68dtmpfyf,1,q16-12,cg_8e2db126e74b8a90,279.4817112278695,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C147,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/w68dtmpfyf/v1/internal damage/q16-12.jpg,07247185598c9b75d050f469675eed05a4162adecedceea1571ace88af3de951,0,data/public/hasebe/processed/w68dtmpfyf/internal_cscan/q16-12.png,b98d5e0a5eee421669a6924e30940a7e92407b2a6c102ce0199d2f8a9bd8d426,674,675,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-12.png,d63329e76fd0b4df534ac68a5aaefc4bdb0fb61b5a23d170f5385235ba0a2dbb,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
w68dtmpfyf:q16-13,w68dtmpfyf,1,q16-13,cg_c43bd35a9605eabd,422.353254910877,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C148,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/w68dtmpfyf/v1/internal damage/q16-13.jpg,604f2a6bdf317903fc4ffd760bfc69d05657084e6f4e0028192e51af96eff6d7,0,data/public/hasebe/processed/w68dtmpfyf/internal_cscan/q16-13.png,3b0935b08f7fe85d600aa20ce08ae7b8a47664e7b956139b3a918a0e814548f1,674,675,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-13.png,c16a28f195a4b043292915e06882e545228f9d314edd57beae7e939787f47e3d,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
