specimen_key,dataset_id,specimen_id,capture_group_id,split,target_present_in_bank,feature_source,surface_source_sha256,surface_render_sha256,cscan_file_sha256,cscan_array_sha256,shard_path,shard_index,shard_sha256
74t7kcdgkr:c8-9,74t7kcdgkr,c8-9,cg_ec0381497121b762,TEST,False,ENCODED_V3,4a973a02a42d508aa213e540022c5c9dacd24771fd0c8fe1049ae6a2a1b19818,759d2f8033f8279d5ef4b7320400a643ef133b5b14a413efc4be9ac04abc0613,b6fb1ea0e6ffdfa5276a4a95a0fb33b86871cd341974fcc836c248468cb39aa8,fabf7b79ce89312803ccc4078493b21d9ca96b6d2f9a734859c97ad425f42e00,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,43,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-9t,74t7kcdgkr,c8-9t,cg_cdb4a4408962ed94,TRAIN,True,ENCODED_V3,4a9fdaef1fcff524d1a20b72110e209c00b7006406662cf2d2b3e9ee87581284,0a3a2a8d8cbf83e006d842197c99b42bade2af41d6d212e64b8a8d9133b655fc,fc611b4c93553b7ff179254696bf75cde070663a8cd2a739919faa634bd5f518,49b7b8d07796bc2d208226816f0859cfa15dfcadb2172dda59f373e5ccb59061,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,44,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
cgtnjyggtm:q24-1,cgtnjyggtm,q24-1,cg_a9c69cfd0b94636f,TRAIN,True,ENCODED_V3,a433e3b68499a37b6a5d9fbe4a32fe55cfbaf1515893d60d4312879b23672676,e00ed8ac9c307dfd4a2245668ffca0e72ceb3ded5fc1f26915b8ee3e97b21d50,d46c389da763f00cad60b823ebf46e9424dec93fbf65f08b3b981c41bbc28bce,938936fc18207ccea563f871d7ebdf090702f10ff412a5246161ab9a2aa33e7c,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,0,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-10,cgtnjyggtm,q24-10,cg_c7bb1ae164d80b87,TRAIN,True,ENCODED_V3,76d0d58ac073c197ff418aa1366caf731a1d06bbea4d482393de442280b3fde1,68e32269d43d4dc114cdf63ec494c50d18e795a9df1bb3e00720147ab00dfccd,15647859126bfffc598040519d2ffe56e5456d5b7027754c811043406c8c037a,491572f2261853df977c6b84218e95d3d916e4b99d1b06e1c94d662df1ebb5c8,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,1,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-11,cgtnjyggtm,q24-11,cg_02fd3fc8caefe377,VALID,True,ENCODED_V3,d5a0acbcd698a0c962e91ccf960ae01d5061a99482a1c2578e56c31f76efa21f,1eb16497b9c3dbf4b2dc57ede7838971450c40629e973d8f053322686f102d2f,172741aa4fb3cff0f2d90f2afbea2b67f0656c2fc168e0a26725713e37eac78e,aec80c8125b756527ef2af9defbd234f50f1dc8f1806a43874ecbd1a4f49e849,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,2,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-12,cgtnjyggtm,q24-12,cg_25e67d3eaab70702,TEST,False,ENCODED_V3,dc8c6ad23acc59950fa13595180567e2bcbe220dc0042f03fbd5d4cddefdff23,044923fa9fd908fc8894ee638eb163afd9c2f6ad519b98779a60d28926b51ff8,b18c13cc24b4be8b978fda888dd72b16c38d0965de8703621d73109fde8d304f,44cb403bbea82e7d37c68e563e7314d0333a49ee549154db879e47d9cb067cea,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,3,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-13,cgtnjyggtm,q24-13,cg_3c15c48ecc575afe,TRAIN,True,ENCODED_V3,a22fbe228686892471d2bc2c77cdf1f3137437d78facf28edbb97a724ae3386e,f17ba49d27f7a1590752e364c229056fb7aa8699635ddfcae1b77bb2e178d0ac,f9ab7da2adf7041b04d9e31d2d8695113c8983fefe62639f6365807256fc62fa,1a80d300f75e6262eaf4da393b1a700ee1cec9983cbb7280f0276cd8fbe42312,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,4,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-14,cgtnjyggtm,q24-14,cg_c31d4e997c2197f8,TRAIN,True,ENCODED_V3,03dff5972c5cf0238fd751b56bd78b3bc09f0f4e13cd10dbb66db4cc16514248,526cbe0bfb5b32ab48e6687f8b4fbb5b72bf89b06380db3dae01f2eb275c98be,6ad3eaee2a688b73892f29f52bb42a9ad0f22e3ae29d972aea263a1edd169b58,61c568b3983982165678f5035f6bb8147b7e49bd3b06fb671e2cf8991a06929b,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,5,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-15,cgtnjyggtm,q24-15,cg_003861894521c128,TEST,False,ENCODED_V3,952b6a1b33616ba8523c32b1bde00d5e06ff41c5efa288a1f0e6fc3be36b0938,05df120d5452d54dcf9bf594f5ad7307619e76d787141e7c57eeabda0474473a,10b657ee2eee2439f6913d062297c9723e0c2caf7b6575f2f5a794e967c54e62,3faf8718783980a79d7f357b1ea0ae2cbe64e4f253837e17cab21d911712c5df,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,6,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-16,cgtnjyggtm,q24-16,cg_fccf8615a33c38b5,TEST,False,REUSED_V2,2938082a1f78a84a38b31dd5f14fa8ec9e09d5e1f10634dd18be8cf14cd3501e,80f4d373fca2d8aa11dbf78346e15a4fc871152a3958787f47cd76aaa16f43c6,74e64a32c9a4bbcdd4d2f71f106e40e618325151050c9d718d994568b8427931,98c9a73c1e83fcc57e3e4c886ed53055d9db92d11538da138b66d20a82de59b7,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,7,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-18,cgtnjyggtm,q24-18,cg_3b02cbdaed332c2a,TRAIN,True,REUSED_V2,51226c7953af1df9300b50902754d06b12efd72b028ad98b5b134ade21d31a84,c5a284b3ab6f961112f8fc3095950639e417fe185f074026f234c93393275d63,c5db5bf7c0787e846e3fc9a324470d4bbf7e117532eb9b58ff6d552640b504e8,f1e48288f206e8691e35e79bfe8e0aecd21e8d13946eef0cf2b86df505c310d4,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,8,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-19,cgtnjyggtm,q24-19,cg_c43cb6d57d3853d5,TRAIN,True,ENCODED_V3,ce750da878792f74a15df612545c3946b95017a01e0eccdf598b5dc85c6b4d0e,87ce26a86b995e21a761a5d21a31345aa7e82a2a8db6c4ffdd9534f5a90229f9,2bdbb22a359dc86d73ef7e5f8ee42f2aa92e45084237afe4cae213418503755a,67af456eff4bc51c22220da702e452226a1ab757df92545e76f4aa07a4a8fb92,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,9,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-2,cgtnjyggtm,q24-2,cg_6a8e1757d1cd64cd,TRAIN,True,ENCODED_V3,5899c8c22aa7101c345457b3c1872f16e14eb112b667bf1949902665f2849365,ecffa0b9292943ee1f8bc94c63c40dec3972ceac8d874578505ff221af09ebb0,781f2d8ef11e970e55a88d43264c967f23f757e4111f5723966075326aef62f3,41b44d195398aafdf5ed70e0bb90bd230ca134936eabfa02ef483d9fe567c01e,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,10,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-20,cgtnjyggtm,q24-20,cg_4781c370ac35071e,TRAIN,True,ENCODED_V3,fbf8f8cd97674c0749384323a43dffa5f0e5a120fe651a80f1885258bf307b53,4099b4790ecc873b67889ccaace38d5bd10c18ef975e2f42db94b36a8394c901,6184c495b2f98a2a27f48ecd47a8522c5e74b75256a96dbd23bdc34b208a685e,d576275e694423ff3380fb230067617421c61bfbdc33734f3e15b1e541046bb6,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,11,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-21,cgtnjyggtm,q24-21,cg_917c268be973b24f,TEST,False,REUSED_V2,abaa97554d11c12108ac4b252a77480261a6374255f1b814222c353fde37b060,db05870d01325af4afce611462bbd94fb01e963abce62081006dc3baa11876c7,02ec16ba0bdb8a9f3cb7f1d305699cbf69dcb92ff6222c284f6ffbb2c73c8b7d,a89e4f86a9bfc6e12d9c0befac7ff06b7964e556183174a75bd61d380ef78fa5,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,12,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-22,cgtnjyggtm,q24-22,cg_54890e18ff2b2669,VALID,True,ENCODED_V3,f9b68fa0afaccc50af654d8209a5ffd8653bc2b1de801ba95edc060f86433496,b005faa95f79d44dcac701b9ec8586c8b4c67af792bac0005e77166e98b19669,a9b218f122c59f9d7f606a59de8f23e1906fafb7a85ff36dada72148bc85e22c,2b6a16899534eecbf12d68caff7909936cb8a5a2e7f61e063cee37df40b1917f,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,13,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-23,cgtnjyggtm,q24-23,cg_098fbb1ed849587c,TEST,False,ENCODED_V3,1663c4723b7328f4269482673d3f1004424a36cb01c02aec5762b2a4316d5a31,b0ab36c56de9c580f896404f974abac6d7f74af601f4ac89260855b2f52082b8,7b898cf8dc25e687657de047e3d044c74eb18376b308c992c5be33d5770ad1c8,69b35dd4500260ae405778a90662d2716a52cc120f935eb0767753e9ebe8c0a6,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,14,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-24,cgtnjyggtm,q24-24,cg_39bf4ddc679c9a42,VALID,True,ENCODED_V3,0350ff1303042b0161a6fc964a7d97698100d310f6deb9b391f6fe0d34fb9191,a64f34747d1c3026bc4f316c159dd403524d27315fe5a5359cea85e84cef13fd,62f6f8c9ce49a993507c06f8b37cac1b1989669ca5edd30314882874e1b9c614,b1390a597975946f05288c710802103dc61225272a7895b35dfd1a0d1645a45e,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,15,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-25,cgtnjyggtm,q24-25,cg_241a1cf0a8e43b49,TRAIN,True,ENCODED_V3,27c94f8ef0c925784ca7fa296135c927dad9d539bdc20288780ec9cca2a84329,d95b7a1270e57f627aae6763b21315c054a7dfd3836014f2f1630b1a64b280c9,15d565c6c97b81bc13e1d422b5cf5d210f4ac91b52bf99318db3712b5c076720,251aec48cdabdcde122f9d17c2251d4e2919c6bbdef68428c708911220c1f624,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,16,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-26,cgtnjyggtm,q24-26,cg_225d073ef5169f15,TRAIN,True,ENCODED_V3,c8ccd838695d6661b86cdee8f44440b3b07c5f4011a2d9549e1a5a26428d298c,6e310990b86c619affb8fcfbb40c754cf928d47aeafa332bbf311984c0c7ca0f,f563c0b4baf39fb719fbf44d4615000c42a586dac3a9255d5a72af4445d6c79e,54c6511aea53702d22f68fdef571e339a95f9ac8e0ba82377becaf77612b320a,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,17,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-27,cgtnjyggtm,q24-27,cg_faa7a17d46bbd1ca,TRAIN,True,ENCODED_V3,ccf81a73d98d5d9d77d5888a7882f132da691c7902160c610d0968c0a1667d12,02efaa0839aef81e0a0418f15c0493feaef38fb73fea77babb85de3aea90b96d,249be70e88565c20f2bb0ed546d32de4d5328afb4e1f08ee59109ebdecbf51ff,fa37aeb66f6633324553e66fa6e1fba895ad0677ead4a92100a2a3a1f13b71b3,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,18,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-28,cgtnjyggtm,q24-28,cg_a2239c04e156c8f3,TRAIN,True,ENCODED_V3,87c389829540656ebec9470e5a0340e6072e6703b7d55f2ca481164804bd47f1,e570cc8a8edaa4b96913aeb028cc20de969bea77a1600623e2a5803ddd577b99,e1030ea914e6136a991481b6e4a7579a07a0030b2768fe9bd7a14251a300d441,b850a4eefd7e0d5064afb9055a1745db555717bc45265558b06de42fe40efec2,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,19,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-29,cgtnjyggtm,q24-29,cg_31448f2fd1bc6ab6,TRAIN,True,REUSED_V2,bba0c3631692d5eaab633b0f19ac0584534548649b6926f652758e6f05c3e855,7d5d9c3a40109e5161fb638656cf4047c18d8beb35362ee51c1278d3027048ae,f8f144b6f5a3c5ee6b31478d66c712e5a655c3a430da8aa8e0c16871cbe94a85,9dcbb6a4a05f4f91f47d84d82c2d8b7cbd6dc576815c0c612a98d856eb14c998,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,20,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-3,cgtnjyggtm,q24-3,cg_5b69034f62b69fc9,TEST,False,ENCODED_V3,43537fbf608ae10fd244abc6fc0bdf318f9b1a262365f7a3c29d332be771c9be,5bfbed1daaee70165799fb80a68cab732f3237001e110d16d48b2f0ac0fd399b,50e6a22e1de63ff6cbf2fa1283b78ab7e41c0675971d2f4cbe63ed122c161a85,2de17820fd4693e906a4d021a50b4305362b4708974a4c9db1fcfee5954fe422,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,21,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-30,cgtnjyggtm,q24-30,cg_d3f7feef05d5a66a,VALID,True,REUSED_V2,081f9de52a4be0add35cff8d04307ec52b2efc68b658bd639e2846ec317b1231,06eec968ac1e246a640c8d1a7864097ee7f3420256194562b8bce782b0f87fc9,46fa140977bcbbf79e71b85cf08068fa571b36860c66283ef098682daa3aefbb,0e28963ded608b29e1338c03fb9b9c36a256c783dcb0572846eb44f9c5773f1f,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,22,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-31,cgtnjyggtm,q24-31,cg_f356cc1b85a729ea,TRAIN,True,ENCODED_V3,7a4d6e50495f5e8e65d3ce635f8de343ecb8ef6117466de90e0bbba866115841,14abf2b9964a6374f73a2487322bd228723dab53523ebc4ce50cf12a6b9eda61,ca7d3ffcdbc21dbd9852b1ee8d8dbab150945f1859312b2a9d59304adcc6c70b,6e10642e895f3a78ec7227a47131ae7d5c642185385ae618959f2275ecb012b5,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,23,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-32,cgtnjyggtm,q24-32,cg_7375d6f850c5f9e2,TRAIN,True,REUSED_V2,91a54d7baff01afd0f1bf02f3168b805c176f1eb38c8c687be8483fda5362a9b,287828e7eeebffb73137c4ea02888b4e5a881573b0daf1ae764399d11212da25,63ad4845314e1333feedc68cc65fcc37e9c06a7478f6b2e2060316d9b55e4ce4,65b11b479a87fc7c2f884e78606666cf24f92376e0b61939185da197845e8926,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,24,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-33,cgtnjyggtm,q24-33,cg_1f3b65d59663f9df,TRAIN,True,ENCODED_V3,c3461ba337c907a95b7ba71452829bf7b7d2ed55dac65ad7dbb2440cc2e54833,324fbf509fba6bcefed47e59aefc73c6e33234a64c903b53fcbe1b498a81d663,e8a7fb7879b0d0c48d6b2a07963aa242a7feb33aa262db1deb8107c4ba80495e,51551cc72b0b589aa6cc52cbc5fd1d01220fac35f7cb91c2c84131f4e7763505,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,25,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-34,cgtnjyggtm,q24-34,cg_aab0af98da0c94eb,TRAIN,True,ENCODED_V3,9dd75cbfb1774ddf127121995c107e0b3116e37701da1b757cc3dc5fd6cf4baf,554fdfed97091c3dc611ade9fd1de04b7b886d87060435fc90e319b6386b3167,66b4efb50a924f0f2d04757dceb87fcab70316ab37c36ff70ee8140e883a1031,648e94767495903ca580787bba107d737fdb5bc1abf704f60439d2f95c5989f9,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,26,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-35,cgtnjyggtm,q24-35,cg_9d3e21ecc71254ab,TEST,False,ENCODED_V3,455c678df1b038a1bb24febf6fe089048ad44b409af83676c9ecd49cb0bd1554,2e6a5625f26eababf4c594c0f961a87d09c6e2177efa6903280e85f643851cbe,41a2dcbcb36543cdf1c128dc5b5c92f018d698a8d3faba9d8d45bf5813cfdad0,92618f9404b1789d14b9929d38dc40b858bd1cbd968660f504c05ef4c1bf5115,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,27,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-36,cgtnjyggtm,q24-36,cg_8ded265eacf6da35,TEST,False,ENCODED_V3,fcf6f552efe820e418b9468785111d90f42ed1495d7dcdebb9ec84dbcf1befb3,bd68c30af381c84a8c6900094c46c9fd8f5e0795721b2827a25b19d0e0a578ef,438f48a5549cd340ed5e10831f1b6397364f6dc8e7b997edef16c52464728c85,3c487cdf2371533b7feed0ff93dfec07c78e323e7a9545b6d534a77a45dafc55,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,28,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-37,cgtnjyggtm,q24-37,cg_2ee766de56118a33,TRAIN,True,REUSED_V2,34600ca09fdde8eb983f515056f9c68de095c71b215194337fb539a64d49794f,405c2d2cddd10424d22d91bfe3c1d5c3eb67fdd73c39edfef3387c893809e79a,0caa2bdfff372124f9116725fefe96fcb76700bc2775e991a623aec5ebd1b4f2,7ef82623703f86b168511ca67498fd18b89e7b2e899bed70d57719cf8ac1c64d,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,29,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-38,cgtnjyggtm,q24-38,cg_32c339f0600cd27f,TRAIN,True,ENCODED_V3,30fefa69accd60e954cc50ca18fb33787e0da30e2d8149ce76953cbb2270e546,145c77e44b123d4fa5e5276899d3bfe4fe3c7fc7ad489b075d450c0947bd78bd,0f5f3384c56a763927fa635a97ee20c0b995b194fb596b96cbbabe0cb4839254,ced67cf0f96f326bf93cd27bf166c8d862fae35f6f5d748d9c42d06e24c5939b,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,30,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-39,cgtnjyggtm,q24-39,cg_896e5f13aa312abe,TRAIN,True,ENCODED_V3,cc6dc3d37cb1af3667e0c488dbe7edf9f1737f85d40b19ac0881e701b66940ad,692f2b805ce505f34d0c79d8fc9a441aa6aa41bc98303e7c6a446ea5ee3f6f1c,4769f3c54777c305a1b1398f627a6734c7eff184edb72f733f68fd8d53e6db21,55b8e450d8901f803728ff02060d7c44c8ea8efa2fd012c9838ec0a4d14b1dcb,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,31,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-4,cgtnjyggtm,q24-4,cg_053985a8e4f43e0b,TRAIN,True,REUSED_V2,d13c607fa0a032b74f8e3f6e0ebe7bf60c17a6129376805ea55ed71c82e09083,a06f049cf8c6abf090b3fc9fe1893b70fd16a66de057fc17333953765848fa67,444a22e7e0edf3f7bd02b06bcdd3f090785d6af74108543191b9e12c18c56745,aaa5d13de2c8cab806aaa05bbec3020e0ab62d61d649419904a8c54b3da1496b,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,32,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-40,cgtnjyggtm,q24-40,cg_46b4adef6a8c88f3,TRAIN,True,REUSED_V2,328cf2d21150686f864f24f9d7575f2569c6985d126ada09b932966a485e9c1c,cf962b5af7aa7a90f482342aff69fc852b51f8b6f5f0b1219e3fdd891c65f05a,888ba49cc90410ef4b1326c9fc8bfb51b6e6c84379136a010e5a9a024d6c01f7,1a195025639813ff4af23e49171acee586b29b84c890ec82259ffb5bde5570f1,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,33,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-41,cgtnjyggtm,q24-41,cg_2d9148e727ec29ab,TRAIN,True,ENCODED_V3,aad560a16f8f0fb61db30b84b161d90f5751ac88b26a5b1463eda5621e55122f,a04ce322295165cf64bc0cec1d821d3e087e309ce2dabbd444aa7b6db44a48f0,b55cec4519b118f31e5b8b239b14b12482910873a043420f6bb5ffeaa32f9d53,a3ee0f7fd11f946e86d6178f3fb27909e6b627a6576cd9380d3c5f56e85c000b,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,34,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-42,cgtnjyggtm,q24-42,cg_0564124a9aaf940a,TEST,False,ENCODED_V3,f8156b17409d073fdf98f36ec46aa0cb311339d906551bae7757b3808d35786c,315c860e3863fc3b600b78c322804fc164c9937f878c1ca7ca37dd466cb8fdf1,c2fc746e9baa9b64415b2e59d1b7904ef65eef0033e9eb752189a7426f8b118e,be4b4d3187239d608796d9737a076af46933fb5889182a585d4467a04245b04f,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,35,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-43,cgtnjyggtm,q24-43,cg_8ae141d34a973d38,TEST,False,ENCODED_V3,da39a1a259fc2b472f62d5de14713c11619f7011cada4fa46f293f34f3ce8970,19d6e0e013920a4406d55d27bc800b85913a1bd6752ebd9c8791999c1312c1c4,0a240393f15ca5d236dade8535703adbbed0dbb636b6feb4415a3ec0b2409f46,9eaa59270a7f2f09cae97bdbe556342fbbfe67c081c1b8c8da0ba80eda572e3b,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,36,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-44,cgtnjyggtm,q24-44,cg_9ba3cd5fb00ea91f,VALID,True,ENCODED_V3,ff6f1c4e8d3da64f71465af0ca3809334dabe01f4376d093151386560aba6f41,973e40b5dab9c499221edf50025fab656ba8b0efca0f5f008545f23fa399737c,a87bb031a5bcbecccfa85f8dc0633fc4e916e984a5b9f5c01c24de5f0dbff57e,f8dd6000eb774236b71e22d7fc77ce04ecc0efb39057e5528f676a2838a019fd,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,37,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-45,cgtnjyggtm,q24-45,cg_45fc094d021659f8,TRAIN,True,ENCODED_V3,a22aae21aa2e4b73e8bd8387dd99fd24d7f0dcbefbb862d612dd8334c8fb1a11,fb95cc11b8b688f3d92c7d60857ea3013446a5fa6a9641b937ec2e2e7c5d7765,2de033f926011c39767d697d912ddd5a514025591fb3fb99ca4d1a35af35d7fb,e46ed5c7a5f9157e7885651ac7edd80ce8718197398685695994cfc5db011f09,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,38,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-46,cgtnjyggtm,q24-46,cg_6bfdaced7d2b5bf3,TRAIN,True,ENCODED_V3,667c198f6ee7dcc28dd352d467ac1d1048fd3563327741eb82cd3c5ca288044b,0a3d1055345eeaa0adb39ffe2ac38f547ffdcbf54e06615c002348c90cdf5ded,d3f6076782495f96bcfe451e56c4009ceb48e139ac5e42028eb81d5cf74718a3,d51b6e879c6e230d91af33ea1473c7a5a07f60d08bb443b701c8d33e5244bb61,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,39,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-47,cgtnjyggtm,q24-47,cg_523711040788bde2,VALID,True,ENCODED_V3,eff20dbb7615aaf4f17620af78f8394928118402d795c0e4e225575c64c767fc,f330dee64d497a3ef5a17cd32ffc87588fe02cb5c91d32faf6c9b1d791529a1a,b7d83421bf3b7e12d4bbc0ce57153b035bc75b424ce3ae0388101e3edca5c811,77add701c5655db717f714877fccf9705894fd1851391e7a03d4eba11c434396,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,40,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
cgtnjyggtm:q24-48,cgtnjyggtm,q24-48,cg_5549ad4618fa66a9,VALID,True,ENCODED_V3,89090ab85a001ed26f3133af555ebe6f56fe894068bb0330eef57c45759673cb,c4d3d9badaaa6b9ff0b351685a1833a8dab13443b79642d4f6353ef3f6fdf0c9,891dc75c089b0bd4362492f6c84fe4ddb9ed484b9c4e00c92b69184e1d2b0037,16d53555f913d4c93a1d812878719401eb6c97fc7dcdc9b82cbaf58f8e74b6f0,results/cai_agent_v3/new_protocol/feature_bank_cgtnjyggtm.npz,41,ed3b34419ea8b9f0469230caf39c38b1de7b7b881266adc6e2481d6aa8c5fb3a
