capture_group_id,dataset_id,split,physical_specimen_count,specimen_keys,cscan_source_sha256,surface_sha256
cg_7b3e8dd7366a7945,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-3,05a37b6b3bbdd5fdbf4ac1fde3c046bcc75744551699909b524536fdd3bcb81e,1b3c826a54a682511c1afae4a670bc8591fcb89024c6316ffc12f3993738379b
cg_7c087688e48afd32,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-10,d589ab99aa93bedc332adfefc884e7f10f0ab9d96c1909043c1a701eb5a79f4f,4331231c4f590bae8e7b8480f61ebb836a04e6fb10fea8c6be56da31fbdf1b4d
cg_7cd21ddf912f3237,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-26,7c955e57ac19ae74e48276f27c225b0a2f0cd79ad8a96e9f19c8cc467e6c05c5,9f36e3dfc047806d190e6e32852134770bd2446d32a0b9dcb7dfbca5539f5d75
cg_7e1c8f7865d73e78,xcmzfsbd9t,VALID,1,xcmzfsbd9t:c24-51,7e58e4fe829e9e5252c73a7a33b76a905efe4c1917afd6aed8fd2b2331ebcf21,7c5d30d5149fbcadeff3f00ccc977d27b9d0c262f98e24fcd8de0b4ac21e1040
cg_7e1cbf3933431b29,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-9,e8b93669c1f38ec94c21d5a9d02e19f4ff400d04c1e3f653b3e4cb53a9c778bd,fe9f4771ba3397ec2e93add86c5d1489a1ab619b295abdb534e2a15438c68797
cg_7f9fe4a18a151cd4,yfxyg8jm46,VALID,1,yfxyg8jm46:c16-5,9f341b3fbee3eae6295bcf063fb3987590fca3280bb5688525c83573c0111b1b,d3d0c600f5bbb9936653b14a648441e15f69164e2dfdf95e90a9fbcc11f0497c
cg_80f3995d85aec222,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-18,286991ff797819121c59566903b8699ad556b0d0ed5dc51399b0767038c4cec7,c69889493c1c0706200e4b6c03a41edb4d3205552046fc4796bf0490e9e7fccc
cg_8290fb6d5ece9a60,xcmzfsbd9t,TEST,1,xcmzfsbd9t:c24-10t,2072c33455d43d568190386770390e817c0ba770af8b4bb568b33e56b0e085d2,41cc928e47e3b86be03bb1f3cc88435985ce50a8d6a9713f735bbca0029489f6
cg_830df38ede9b2de8,ykhs7s2dck,TEST,1,ykhs7s2dck:q8-31,5538a1ed2d502ccfc3db3b2385f30a4c3ecc802cfcb355b3eee0e32227306019,c0bca3718848553cac82df488b609ad17bd490b04d57c5f4cfeb2f8ac75ac689
cg_8367e6ae3aeb4760,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-53,7c186d9a115380cc93db65fb7943419e84e1ad864f6b49184a1418256a12efd8,f2523f08205521f0d6d6a207e6f910c572523d71565801df113f45e6c60c61b8
cg_8419606a48868b93,xcmzfsbd9t,TRAIN,2,xcmzfsbd9t:c24-17;xcmzfsbd9t:c24-18,539607b088f7907e1903bd72f46a88b49baea43a9f0a8bf904e899fc6f7041db,55e691dae1fda34b9ae32e22da4d465341ef634b777fdb954a39759ef53fb20e;93429e5fa42c5e33ef67717d02f0354335306ebe6514840719d0adb6f4d3413d
cg_8481afc98858df66,yfxyg8jm46,TEST,1,yfxyg8jm46:c16-10,bb26632c2247ae1420ec63d1f5b5ce6631c4349fa12f60e74fe5692a03f6dc0b,ac470382d645218d81c9ad82b5bef9dd4061baf1bf3c994e4f1f6d3746952483
cg_86f62e75401997ee,xcmzfsbd9t,TEST,1,xcmzfsbd9t:c24-35,4331902f24f5c405ea65fc01c2a860c80f628424383cce9f4135e0f564f14278,a62812dce1b0769c32720bf3df2f78c4a56a1891edbb30cd4266cb4f4c0be81a
cg_87ebe583a77701dc,xcmzfsbd9t,TEST,2,xcmzfsbd9t:c24-24;xcmzfsbd9t:c24-25,66c1b680cb6e136cae8eda3e958d23267433e8f7193b7d8093226f9f34b120bb,4bca18aeb635da4d84aed48c6daa3559b93379c04d6864254795ef1b328f9ec0;bb626cfc7d4325ca05ed06f97e170a2a36cc44b299e3d1b29c99543cda74060c
cg_896e5f13aa312abe,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-39,ea1efdcc71d5efe6459a3472d3f431eeb90139aa1b4f5cd0ba42e82417a99c44,cc6dc3d37cb1af3667e0c488dbe7edf9f1737f85d40b19ac0881e701b66940ad
cg_8ae141d34a973d38,cgtnjyggtm,TEST,1,cgtnjyggtm:q24-43,582556a11d02eafbf3ff9f4d6434943c57a70c3a17db39ead05865cc272268c9,da39a1a259fc2b472f62d5de14713c11619f7011cada4fa46f293f34f3ce8970
cg_8bb701ee689c281b,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-55,dcd6f60dcfd8d1fd0f4edd50f0cf3791912bc88abb5ace56b90547e40e8c07f0,3af3991a910e9cc09b60f8d64984c589a8cd007994daeab2edd7076f8bfa3935
cg_8ded265eacf6da35,cgtnjyggtm,TEST,1,cgtnjyggtm:q24-36,25b8a0a648af1487de8a5be8db1295d4b0a1418891fff6c160b5f33b3cfb8f3e,fcf6f552efe820e418b9468785111d90f42ed1495d7dcdebb9ec84dbcf1befb3
cg_8e2db126e74b8a90,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-12,07247185598c9b75d050f469675eed05a4162adecedceea1571ace88af3de951,d63329e76fd0b4df534ac68a5aaefc4bdb0fb61b5a23d170f5385235ba0a2dbb
cg_8f0a2752732889f6,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-8,2c8a29f9b5cdb9fae94c7cc3aaf5a3a9cf65401cbc2fb3c997b3ba1e747c53a5,6f9ae8718a5dc38a50245f2f376afc6608e3ac652cfe20eef13adfb7d37a1270
cg_8f63e61953214730,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-13,52d29eed299b3d2ca08be6ed735d70f92cbbabe9616afa5ae4b4d511fd5dcbed,b1a291044d057ac1fe3cb43e898c7595695b8a97425c6f121ca11e00e166b8fb
cg_8fd87d72a8d71b83,ykhs7s2dck,VALID,1,ykhs7s2dck:q8-8,022e20e4a6877122fdf78eccc4cdf235578206e2b07b3a959514e12ee8d903f4,9897ec83e3e4af5d5102dd5803e3a4f08200430cea727ae190d9f6e6c54982fa
cg_8ffe4fd6a878d7f3,74t7kcdgkr,VALID,2,74t7kcdgkr:c8-2;74t7kcdgkr:c8-3,41a09ef89a9353fe54596a9c42cbb7dc6681c3ca6efce0ff407330dd6a8e9b36,3ddb8fff5dbcb67fad212458e2d60e95c8c26b3d2e143ca4ed782e8419577ebb;fba37c14b99ff92f65675a2c8fb574d3cd7fb506cfd8178361e624381c9bfc0d
cg_90192b83e45699a9,xcmzfsbd9t,TEST,2,xcmzfsbd9t:c24-5;xcmzfsbd9t:c24-6,a4ad1088b7784a5cd4f898f5f38ad3602c49659a7a3c540b0952e96ebfef3611,9b273fedf4583f270b30c662eff58c7869286b17d711d6d01aab5dc11288c347;ab53183330aa5204ca47d9b26bf2e0a1714042e130717e3bf8d2b7fae0f192d7
cg_917c268be973b24f,cgtnjyggtm,TEST,1,cgtnjyggtm:q24-21,d98314d331b983e298943b4b740e9a6e455eb388e8e3278cdb9106476784ec76,abaa97554d11c12108ac4b252a77480261a6374255f1b814222c353fde37b060
cg_9393eeb13d9e0e91,74t7kcdgkr,TEST,1,74t7kcdgkr:c8-24,e7deccd0cbc7fcf8ec061885ab0bb57bd6b019dbfa366f0f590204bc82b931a3,24e38e280270b8ecc32da327dc06f0f1c88be32a8481e4885a2a07d203d3cc22
cg_93e604617899fa5f,ykhs7s2dck,VALID,1,ykhs7s2dck:q8-2,25b68dc9fdfec0ccc1a8d86f7a00ab047dccaad61a8b891de2b036e5d434fe76,8af0cd8b7fb4cb957d1dd775bb06b42b19d819354312daaee2f56e11d1444eef
cg_93f33bfe63f81922,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-9,524fab7b22bcecc1a50005e59453887d6c33adb3148ed3229395125daea39110,8a82f917604f83d349beb5408db0897ad5e3dd1705cdb4e1502e7aeb4af26530
cg_94a031a5fc453cba,w68dtmpfyf,VALID,1,w68dtmpfyf:q16-29,41819965aea8de2c61a531ed2f2c306e9b7e1d1bef2fe1c4cdd892ff31205c4b,b0d65ad1e8f61ac7d95e6e0d38d26ed31e5552866f9dca70b478be7e133d4008
cg_954e3ed61c8db0a4,xcmzfsbd9t,VALID,1,xcmzfsbd9t:c24-47,807cb0b3cbeb979d9bb28a6e52242105003dd2ee44f950a3647c595cbd660a9b,4acbee066fc4c9ff95db25732964f850b79165b2471becbe347226619496c81b
cg_9a04d3b55336cbf2,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-11,8c6904bf9d74773f47bbdd637b3a8cdf95cc2354af28b1d0d58eb7df25ead8d4,2fbcebc0ce24eb938b49f258b64eda79fc944aaf75404138ccbfb83c210c80a6
cg_9a47b6fd1b35c788,w68dtmpfyf,TEST,1,w68dtmpfyf:q16-28,150a4546525f80c1cb045271618df34f5b5fe282ab17560c39fa55416a93864e,bf2c906d9b6e1987ffbd3423b32c7d9c84e6f4a845061bb712fbeae8896e9f9e
cg_9a50ae333271a9a0,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-57,49bf84d04a5d1b20cf0176c09e0177d82ee2de6538d81854a5d18459cab080c4,fcc5aee61651980930a910bae1ab42f97e42a9d2d3309fa4e49a9d4c155f378e
cg_9abb06a21b6fa303,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-32,21940546b900015bc8d20058dba8b2c6042e8ca5cf0ad8a455b0f638c43693fa,6fe5fbfeaead3cb1ee2b1a451f74547c1624d497e5e09827a2b70e51318cd3c3
cg_9ba3cd5fb00ea91f,cgtnjyggtm,VALID,1,cgtnjyggtm:q24-44,8688d550df540c70c57aa08008be3e4156e2b290972f2e3a7d557961b9277031,ff6f1c4e8d3da64f71465af0ca3809334dabe01f4376d093151386560aba6f41
cg_9c54f63456cd338f,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-31,4ac52e209873a9b3de639001d3afb3a86b5459ac44a7f8c1d542f816cb9a32ff,540578d3fcbb549dbf7196774c8ef77e4232bf202e5573b802bfe3997e1b730a
cg_9c9387dce9e35a94,74t7kcdgkr,TEST,1,74t7kcdgkr:c8-30,52ddc4383fda9d32417c940ec25a126a39e874b445d6a6d1ca234ca1e1978770,d0d0dab2dae10def0e0020a5158a6ce1a929d3426eb624ae8b4b8958a2c7e867
cg_9d3e21ecc71254ab,cgtnjyggtm,TEST,1,cgtnjyggtm:q24-35,238ab348ef9c8428be9aa69381d5ce42e9b817d2b5c94ec6379ca8cf99407296,455c678df1b038a1bb24febf6fe089048ad44b409af83676c9ecd49cb0bd1554
cg_9d693d0cc70dde01,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-41,e8f7c7e1f695a0170e9301f19bab950510709ec0b76b2156cadc191ec7af1f0f,99cb0c65afadb1def75ee02bfc74d8609eddd13f4ced272e6ebe69f9e534f358
cg_9ecd8f06026722c0,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-30,28c6238db2dfa1ca7575fcabf13b11999f354e8da1d432ad1887c750cf18d27e,3329818ad7e991939ea1a504e7c952668cf028c90c9ac2031c1840e7b9a277b2
cg_9f8ddbd1ceadb512,xcmzfsbd9t,TEST,2,xcmzfsbd9t:c24-11;xcmzfsbd9t:c24-12,3bdf0e9f3bd40ce436356c9f265c42e12d95fb70ea2ade1671d240ae1d21c928,08b4b1d97c6a481703a333e7d91e3dd96b6cfc31c7c86abeeaa3b24ad52635a1;b496377c7ba7b0763fb9f9f9bd47e2ad4f0fcddb6455a10ceacfaf1e7da26918
cg_a01963fde121eda0,xcmzfsbd9t,VALID,1,xcmzfsbd9t:c24-37,756c710b528c50e28532bfa2b09bdd2ce6ae8622dc1ab91f6d0d203e7ff83b07,c67c6f2952d8388f434349604b62dbdc49aabce68f98f64de36049c8530de2ef
cg_a052ba6f5200ee4f,w68dtmpfyf,VALID,1,w68dtmpfyf:q16-38,1879e8369bcac22529f37da5c5dc8a0ddc20e8c7c95aee6d8f627c3eab29b6ef,7423e168ba0ff693438c1835bdd68009c027fe7ab594362fcbdd5dcb07211ce5
cg_a064df3d047f4519,ykhs7s2dck,VALID,1,ykhs7s2dck:q8-37,ef0a485feb814eeb412162a9df77ea646696e4265b5a3bc3b4e911ca64a559c3,5446be964a47ee3a63ab724189a8975a406e5434c54be57173c5d8e51702988a
cg_a1b1130097acb8c4,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-20,985a12debbfc55f2e0b16a9e744d8b8b7755b998290b61869d2864faf6eca9bf,d09e6835397fc3415580f278b72d7abed9a9e23423c3d4244b4ab84e1521d6c5
cg_a2239c04e156c8f3,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-28,7cf9435241a509ec91fd82adad2dcb2834e51c05c8e0b815ae3ca40e12e50929,87c389829540656ebec9470e5a0340e6072e6703b7d55f2ca481164804bd47f1
cg_a37dc8a00cc334eb,74t7kcdgkr,VALID,1,74t7kcdgkr:c8-43,868ac905361593ddb62213cde6766420f1fa61a80595beb98a8124d410842ed8,de357818c7ff1e55535daa270e23a813b71856db386aff0177481877ac3954f6
cg_a37eab4f5b7beb12,w68dtmpfyf,VALID,1,w68dtmpfyf:q16-33,890d45ba985177a7f2e34fd77d2ffc7d7a074177da1473837506ed5e93aaf2c6,66a94cda6035072fd39ed725694e6afeb837831e4b91c82858d60c17a0b53dc2
cg_a5c5defb812088ae,xcmzfsbd9t,VALID,1,xcmzfsbd9t:c24-42,b07bf97ca60de086d015f6ad7c522ef1161f8309c189e7a7c52afb8b7e1b0275,31926bce0ba4a73418c8d2d538a334c8494c6b5aff9c65291d49148962601dfc
cg_a60263adbdce1bca,74t7kcdgkr,TEST,1,74t7kcdgkr:c8-27,9215383c8d006746682b947166eba22ba3077840bddd9f255a107ade02f6c2d0,9ba59ca7334a7d47d3ba3346652a548999ced0e75a4e6f22f45efb3b79dcc14b
cg_a697416f8a2ecce8,xcmzfsbd9t,TEST,1,xcmzfsbd9t:c24-36,b8f3b0d8af2dbacc9032c207e68fe7417a80f8da5c79b800cc1618b739ac2ade,4eb2762028483d1382e8b33caea404c42a7770c38ebaa61c296961dae68f0937
cg_a71ba584dc3f4edb,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-35,e8b8e04924b5d1dd84964ee98ad6313e8bfce2eb075b694da942bd8c56659e29,9cece85ba679071dfb215e8543b13c6ac02d5851abc482cfa5815ed726321325
cg_a841812423416444,ykhs7s2dck,VALID,1,ykhs7s2dck:q8-33,03eaa39ad05be222a656e5906d3a6795b061c2a92d39a990332d8dd21bcb8837,0376b587cea46743ac5dccc1c170f177561452ee9189d701635d30798c35201f
cg_a8a8394768d1e602,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-49,483bd74d5dbcbb81e5d9b1c3c0903a166a18f5dd58d2bc90834f41cff78b21b5,48e36ff85000a16cb6f32f39bbcc72f7170e4a417efb590b08dbeacc659432b3
cg_a8cb9f4151ae98ca,ykhs7s2dck,TEST,1,ykhs7s2dck:q8-14,0a423a54d7cad843f1205384f6a950b84c05e1802a6cd9adc07871a97fcf7cad,b013d48f5d83d9cce399f3dce6b7dee801cd4ed36188db8be83838a8f9837c4c
cg_a9543db699c1695c,w68dtmpfyf,TEST,1,w68dtmpfyf:q16-25,92c1460a6a1dc2dba6cc4bc1c1df9f98d4f144c6b1f9aea04c330c656b1cb3f1,697d517c7d258cbf29c6fd5c3ea43b280b0f3d6d19cb542dd056b3d623421652
cg_a983245f10699099,74t7kcdgkr,VALID,1,74t7kcdgkr:c8-28,dd0c149bf78971bff3c504dbbc251dd0b5c078275e1f7b3899f056c99089ced1,88c759c306fbcfde44966073f4366b83a49eeb04be63844ac732a71e41647bb2
cg_a9bd6ca9bdc223d8,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-21,9a86f6c1b4b41a066fb70f1d01f5377931725099d8f69e90343f27a70681a1a4,d0f9ee3fb29ffcd62f0f31aec5ec3ae9ed367305514b9e440e4a5a5f8ebf299b
cg_a9c69cfd0b94636f,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-1,3db7c189790109a25ac055d7986138112b86290301769b2e4e51040a113c8557,a433e3b68499a37b6a5d9fbe4a32fe55cfbaf1515893d60d4312879b23672676
cg_a9d5feb41d10160a,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-16,66eefa0762016d475ba7529ffbb55d99f89447e300f4dbb716ece39703d2bedf,4e2f696ab0b16a335d42712c4ab57bf0d25122938c14fa7643e199b6563a3af8
cg_a9e4a0b366a73675,ykhs7s2dck,TEST,1,ykhs7s2dck:q8-38,b3d4c3fcd2b7494aeac8c445fc95d4bbbc6855ca347a6c8c910d00071c0bf68c,680f7941af259ab87961090f3eae98ba7ee1070de2a2adfcef39e66e6e2eb833
cg_aa4fe5a66c1a7cbc,yfxyg8jm46,TEST,1,yfxyg8jm46:c16-28,a76eda01f535aaefb30ce300221d7d5577518de394b4bdc70fdb13ebc19e3835,2279061c6e4dcc90a31b1fed4eb21d04870fe34929c27244facbdee656297cf0
cg_aab0af98da0c94eb,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-34,27f2619bb91f462533e3e8ffc1af0ac76c6dd01e46ca58681af241c6dddf8cbc,9dd75cbfb1774ddf127121995c107e0b3116e37701da1b757cc3dc5fd6cf4baf
cg_aaeec4f3370a0403,74t7kcdgkr,TEST,1,74t7kcdgkr:c8-35,2b0c8438d49856fd9afb4140cb4cfd510e65d7c77a891b8001883681395905c0,4297ed114af786ac2025ac76cc4a52f163ab77a56d3c1e56abc36476a712c2b3
cg_ab99f29b7841149a,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-22,56c6d997dfa112a34e25a7420251ee5744b46e866f9a7b6b88978ab7518e578b,1c1e1f45c6c1631f87aff4334386d4703c9afbed08bc9eb5d4d15da1a5443d63
cg_ae649a082db78cdf,yfxyg8jm46,TEST,1,yfxyg8jm46:c16-26,24c33ed2a68ee680341f54c7e77e55cd8d1a96e4509e3950531121198ec3f8d7,bee05b174ada604f517b1839e234d1acac628323012c01acd6fe884d621d2742
cg_af6c8dc793b64fe8,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-43,f53d8ee188c4fbd1cdf8e17a619007360132d14a1b9230b11e204df18d2e2474,f9e395d81ee5aedda75c7652db77578533d9203045b3ec7fae659c57d18908aa
cg_b26d1c908a126477,xcmzfsbd9t,TRAIN,2,xcmzfsbd9t:c24-2;xcmzfsbd9t:c24-3,1f4b6d738d22b41cf9bc58c4d32cad213dccbfc29ae00bb5c597cf39f2eb7c14,036ba8ce8296fb7936d47add017f5dde03ca5e11f2a2147ff857d3f2349689f8;463f0cbfbc7ac8a8d37d26410637c7cf176f97697b30492cb4bbede0414a29b8
cg_b446712153ee09a9,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-25,c3e8683fdb68ab92417cd8e07c93777156d9177752378e6c5ba4fcf22a0b654f,4adc03f95935ad77a22281d2c69c64b46eec87d27e7aa3142852dff7407defb1
cg_b46906446d6551d5,74t7kcdgkr,TEST,1,74t7kcdgkr:c8-22,64d65c73146ed11c9727ba1a19258f04dd39c20dff362e5d4e11c932d04059ae,2026cfc1c6ab67bd5747beb82f865ba504312de6c6bc3da8a35ac98428b7306c
cg_b48b43421997cf47,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-27,0c69366d3594ac320cec9deeaba49f507373f973a38228246b4bf3e2a17a3e4d,ec0e767e00c57a453aad175d225b74bbe8d1a93c7e034244a4da49ab3a60c9a0
cg_b871003b324014e0,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-31,22e476c95fdf85dc7c39a9514398b36cb6bda617d907422cebfdcdcf870db147,6972ab7eec03806f69ba7b3d5f1f3d93219bc91d3eee6748350dd7e715caba24
cg_b872766beb8f3792,xcmzfsbd9t,TRAIN,2,xcmzfsbd9t:c24-14;xcmzfsbd9t:c24-15,037903a1c7bebe0fe14fbceddee997d0b982e8c86d76d02fca12576e9a360922,27b6ac88db0ce089b0122916118b6f48c4edab119ef2ca2d839bf1f9f74c9713;fc2b5e17d20eea85433df34f628ae317d9357f2f82b1354a29eba4d012aba18a
cg_b9476e7a1d3fb929,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-4,28dc458f5aab5f34490edaf1b3037fbd520663aef3a73fef959fd23a46aebe0d,d1019b40797b6f735605addd02216864f4483465ae5686d0f0adaa219a5c49d4
cg_b98b3f9ca1bfb997,xcmzfsbd9t,VALID,1,xcmzfsbd9t:c24-52,4b664db3e82ca464680208a3fc8f43032ab347306ad0a6d3d1105c71923668ff,9190829c0bd902367ae138190f804ce83fb66dfe8c77359c751e700eb7bddc78
cg_b9ba7d2b16c5c8bd,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-42,82a6b4e83f5e4ce8883e04b21881c87fba9b96d90f5b8e2137cc33d9a1a7e3cb,6ae412dbe0bd7ad6bc402f503424e3f69dd4ef5203ea7e0f1970fb2887eb4143
cg_ba578a95be7f383b,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-32,7d00fda6baf5c6fdb8613d44406a93241844293dbe8c09c82158781887f273ba,a1d192e4505390bea1cd49410aae84b4ada33f656124ab904f91ec2a7200b60e
cg_bae44bd265c2b529,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-33,4e775476a27f9c01c6223ef60630431f266793c91a43d0fb299bbb3b3ea8c6cf,cb7f9b6cc5f9b7de07a032b39630a6d9b2a5e668f03f4a25a80babfc360e21b6
cg_be3b8fef53d315d4,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-49,c74729963dbca00ffcbb5f2021e9dcb5dcd0ba6d91439f34c8af6583c6aafb42,df2ef39e079d31b6e3b25682b9759ddaea0e764c5559327fbde7ff7f3dba54cd
cg_bed4f7a02414baf4,ykhs7s2dck,TEST,1,ykhs7s2dck:q8-6,c037918ba368c556bcf38e4ca6eb9ce1d68835ecd86915da212f66d217a1f45d,a923b0edfe5dde4ccc306f8e7d6be76d42bda65f3f2870a285fa431ff5136786
cg_bed783d957d292db,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-23,7bad6373d8b9e1cecd2499bfea433da7df44748d205d4bc0264d37ead2d9160b,13529e168e1a984c148bb834d77a6881f616d3ea5b6de70259d7f606743494c4
cg_bee5ab8a92b4af70,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-30,1d9da66aa62c90210749746502ab71be22b5968187e737a1d918cbee2da07f6d,601d4a58245ef376a4f64f1bd7a7880de4808098cdc3dc18fbd6b5ef1689e587
cg_c1e922e11ce3c535,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-34,a3fe5fe94dc1d9547bf213c584a4ccd5a9768dd25865cacc892c6cc704c300fc,7ce526b37d8a194c3dd0058d820c561a1cabd9ec74596c2422a143af09c70c0c
cg_c20c19e9f931f066,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-38,ec2aa4ab8f740119767c6bb687cb5718bba5f8e1965db9555c966b4f6e996a98,cbe87ecd7e78a2b930e028eac75cf23e70299a88d630c44d867ea836a1df366b
cg_c246f53d80031b42,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-11,8d377bc88e4e861388606ddf07515dfe379a7724bbedd0fae276e53275c7fabd,7dca1e3de9f5ac04e587915ac05edc24fd4e3047cd0092353151283373234c71
cg_c2c7ddd46655ba56,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-10,e68dfdf1950ef0240556ab5fcadb865e028a64115d45d1d2bc2ddef806a5c428,892e78ea24abe0f887f9f7de57c1b3d51019945a4f4eeded97801bc95b5bc5f0
cg_c31d4e997c2197f8,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-14,0f8db7ecc5091af6869f44596ab76c2ea3e6fddd851c96cd6f7517f8cdc6cd8b,03dff5972c5cf0238fd751b56bd78b3bc09f0f4e13cd10dbb66db4cc16514248
cg_c43bd35a9605eabd,w68dtmpfyf,TEST,1,w68dtmpfyf:q16-13,604f2a6bdf317903fc4ffd760bfc69d05657084e6f4e0028192e51af96eff6d7,c16a28f195a4b043292915e06882e545228f9d314edd57beae7e939787f47e3d
cg_c43cb6d57d3853d5,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-19,cc584c252c28881265a409f8d8ac6cbd559013dcb208d7836469185aec554ae9,ce750da878792f74a15df612545c3946b95017a01e0eccdf598b5dc85c6b4d0e
cg_c57502d3d6e71642,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-6t,45c701f81f1b86374f4f146d4573a3822237d7f99078807adac8d4c735c8ce36,4c531a8d3c33e8cb668f779c975753a699d433e760201dd9b35f09da601cc9cc
cg_c5e38dcecd92c3b3,xcmzfsbd9t,TEST,1,xcmzfsbd9t:c24-29,03926a66c2bdff1a446fdd2f7f56883accb5e2c3402205d179fc95b1d3a28193,9bb561f6679f34d4ea07f43a41b8e18fc9c4113255cc4b639cd6d1baab83e098
cg_c64bbe37afea4d0f,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-44,7a91a63f51b579bcd72945f3d00fe307b63d0daa28a749e1682ca94c07f296a1,5c5c7d010e4145ae8ac87c4118c65138de954f02df6418dcae74ab028aa8d5d4
cg_c729a77b43b32b2a,ykhs7s2dck,TEST,1,ykhs7s2dck:q8-40,8086fb61a7ec5448cacddae4bda8ecadda3f8931b4c074203f5db3b6e9b2f935,51fd9a679baf1815872043a8e467c5387d94e77110e378d24f2902d4d8e1b459
cg_c7bb1ae164d80b87,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-10,cb613591ba3cebfcb1811a007dfd6d620b9123c1b2463242c66dbcccceabbdc4,76d0d58ac073c197ff418aa1366caf731a1d06bbea4d482393de442280b3fde1
cg_c8d497ef27ca01c9,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-27,12b294b0c966016b54e118deb617a04253b4211d4af9e9b99c19c603d55cbeb9,2bbb5eed55c0cacdab8a105682fa61cb2904f095a257118c90deb5a99f8e9eca
cg_c8f844619a69041e,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-40,8afd72644207b178133f6a104f9e714a0ea19b3e29d31d8d6e3ae01da4efb664,8b16881f313d080d9fad5df285e71615f7d959ad158262c64b8e84692689eec6
cg_ca08b9786e924e66,ykhs7s2dck,VALID,1,ykhs7s2dck:q8-22,23e8d494f1e43f22345c49fe3efbb709eaae4f0ef6367a9868eb1593db0e5c43,0ef06a2f917f965f7bd48f79fd2266874fc1630f2f3707eda8db724e787ece99
cg_cb9c6f640f08aee7,yfxyg8jm46,VALID,1,yfxyg8jm46:c16-42,4aea6ff6a2436eabbfb7ab6d07b1293873ee87aa5b176a53b0c6ec7023fc16df,c88f1c8265cd9295c636d77a55d108d561b4e73e7733bb1c9a815bb6a53b49e7
cg_cb9ddd531891062a,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-21,aa1ecf1c215892e90253ab09d63334b7fedb7ba80f26ce571156aafc3aab42d3,c0262985a4d0b2827123769fb6c7aa3ecee5c2cc7c8af4b6a32b29210c75414b
cg_cbe14d4757bc8508,xcmzfsbd9t,TEST,1,xcmzfsbd9t:c24-28,44c7780a43e711778556d325de99c4150d089b48785d4056fc70f624367b63bb,8da115a13a35b8f6c46f1291dd6856f780325a38e11cb9cddcad867021d477c5
cg_cbeef69360e157fa,w68dtmpfyf,TEST,1,w68dtmpfyf:q16-18,8b93f0f03c8be3dbf4dc0d614cae3fca41dabe2bb6fb663962c8781e0ce31a95,935efb664f2217f2becb42c581ea8ba0158cb2e573dfe14ce02ad22c4bae0679
