specimen_id,dataset_id,native_height,native_width,image_sha256,target
c24-59,xcmzfsbd9t,674,675,f684d1e6fe3359c608767149a05be0405aa56714c543e21b5f0aa3d213b48312,0.53989266234806899
c16-1,yfxyg8jm46,674,675,4daea22cb3a90f36d33178f97b40ec63abc57a7fd49f28885e54c73f394e109b,0.44446872648930202
c16-2,yfxyg8jm46,674,675,4ef844cacf0881b7baa28857561e932caf587c77bad92cfe117344ee8447b439,0.511961575631382
c16-3,yfxyg8jm46,674,675,c2c0c3fdd79f8ca3bacebfbdf54f766d13405ad4d14a26263103d333b1a19733,0.40049110129231402
c16-4,yfxyg8jm46,674,675,b549de38a94eaf9c48cecbacfea09a1ff6972566103af3bd81800f8a144ede67,0.439304457925147
c16-5,yfxyg8jm46,674,675,ea20aebf2966b8722dddce6f6291a7dc95de1392fb0cfdeed7770f40e08db42a,0.56399535872867201
c16-6,yfxyg8jm46,674,675,bcd4696ecaf38bf038fd6ec3e73f4850d7c9e89133245bd9d0cbc354b8b98900,0.45768302254363302
c16-7,yfxyg8jm46,674,675,3ca6fe9b9f3c7c904ec797e192a864f78a5f3ab30cce1dca8d8afa3ed6908209,0.44267557597347001
c16-8,yfxyg8jm46,674,675,9504d58f1f110029ba63d925d294afbaf813a62ac2a8a62d5cc14634a58c4f4a,0.45456923601619498
c16-9,yfxyg8jm46,674,675,698d0a9645a6855533fe90ce03b0bfba014f04f5c427cf6d4c35750d8e4940f2,0.37570402405060199
c16-10,yfxyg8jm46,674,675,ecaa868eb533fcdda48aef2f01ff42ab7ed4149632444b4126f94ba7a3921f81,0.510599396164095
c16-11,yfxyg8jm46,674,675,5f7d4e6f2e7ad2431bfea4b265fb6dd0c768aeec418013a0f3692723d0eca26e,0.47136671125847002
c16-12,yfxyg8jm46,674,675,39a42d1171f6754e2f9bdefee1640b09ddb1604ee318ca9cfd673c353bcfab31,0.55842311419158597
c16-13,yfxyg8jm46,674,675,ce465dae0d739eb9f4c1798985bb8d126137c7bf31fa4946eaad2bce104256a3,1.0643972121962899
c16-14,yfxyg8jm46,674,675,2e570f266c48a694883787f6e7bd5c708cf5e35aca0005927dfe79d00ebc85e5,1.0588296813912299
c16-15,yfxyg8jm46,674,675,855be2590cdf34a7895b9cab2ca545ea4fff7c0f90e32b93d91913bac56570f2,1.0112682055899
c16-16,yfxyg8jm46,674,675,34a319b030256c4ed903dfde4728a2072cd30ed5452ac2e84d1d6b51c542d36c,1.04014371974258
c16-17,yfxyg8jm46,674,675,f3e0fc5777702454f10b87a0a7f6b8a2db7eefc118d7eb1b6bed236fda5fc64d,1.0678156495089699
c16-18,yfxyg8jm46,674,675,409d54f08d9adbbbf4cd65e158ee19f8bafa8d1b8affe57ce19025684f388c9c,1.12944388932475
c16-19,yfxyg8jm46,674,675,02926e1a2086065bbde477e8a9648b6dae76784b5307b94a914f67b461546da2,0.51661563617419803
c16-20,yfxyg8jm46,674,675,3a89fee1060e717b8d083495d99475e01282c925ec585eb324932a288ef72b44,0.498549047350897
c16-21,yfxyg8jm46,674,675,2a33de6535bcea8139af75e1d932b564496bea8ae7a60a925042af97fab45866,0.432728940673824
c16-22,yfxyg8jm46,674,675,cd15770dfd23b510d697b86231567ef78744a8705f9202ad3216e37b893f9069,1.01790331827743
c16-23,yfxyg8jm46,674,675,0a42a67fab7ba25732dc6a5f61ed0291a514c0cfe1746c80f70e29be172224d7,1.0550739857623099
c16-24,yfxyg8jm46,674,675,80b6ec326e5da4f3cd9adfb3a81414eae179cb23d8e2245c7efa0f53a31d50df,1.09052310140898
c16-25,yfxyg8jm46,674,675,5c5f428467e2fa06452fc334d3e5de7693153f3fb0037793f8b501987369d01a,0.415696169365602
c16-26,yfxyg8jm46,674,675,25f0ae7b0b338ad998f9d17b06d2dfd7ef04db73ef424877977557932bf98ca9,0.417969933062873
c16-27,yfxyg8jm46,674,675,537b16e18abd2b18fbfbed561e9fdbc7ebd4919300c25e2daf2195f1879535c4,0.47439236876922197
c16-28,yfxyg8jm46,674,675,a67890418c3d9a8069bed002e1cf0a23d6dc5dfc61d1c63adbc2e5c859256927,1.0279443730164799
c16-29,yfxyg8jm46,674,675,14c8178460979970b8a0d499642d24bacbe3e4d14bfc43780ad61005da706264,0.99399779872785399
c16-30,yfxyg8jm46,674,675,e5712cc7ed915061d9777a86ca5516cf7b22e650941e4df635f5decd1575b258,1.0603891866745001
c16-32,yfxyg8jm46,674,675,b7f39ced102ba0f3f9455a377afa609743448820daac6301a12b6f8dc4104cc5,0.44237838744629399
c16-33,yfxyg8jm46,674,675,04fda979180503f84bcff6f621bddbeafb37c2bbc36592beea87e20d415bc0b3,0.38856417707195801
c16-34,yfxyg8jm46,674,675,4e99988b7f6cb0edcb75e297d1e02881d3703e0790f641e186635458af8c1626,0.40714139517063802
c16-35,yfxyg8jm46,674,675,84cb4b644cc50d5792220749e8e9c21d1aff6720dba4862b3b0d27f314c9feaa,0.49721738386440201
c16-36,yfxyg8jm46,674,675,231f8f740eaab04d43449eb82e2bb4469d8b0cb3be30d716b340d6bcac70c7ec,0.56957889223524705
c16-37,yfxyg8jm46,674,675,46e87c0a1acc3a3f4ce96d84a1be257eaad3eaa9a1cab199494436dcd8e64947,0.61076044908377003
c16-38,yfxyg8jm46,674,675,2d8b5fc2f185c91555dd8dda33c9fed0b89b12463ec07f9101343470466ef45d,0.778341505758403
c16-39,yfxyg8jm46,674,675,ee54cfb3f95cf265353d179ae1d200123aa847b08dea9cf40377b5f215046c51,0.489099417246526
c16-40,yfxyg8jm46,674,675,5690d754952c7f754f4908a4bb35db94b8205abc66406acfae69e998197de1ef,0.98970918978108402
c16-41,yfxyg8jm46,674,675,830df6c4ec123e80ec9912768e4de28acce5d5a95ee8cbd7201ec4d54a8a0281,0.57424250932695997
c16-42,yfxyg8jm46,674,675,55a664176a681566cd6ee3cc7d098476fc292d9a1c00d8b514f0c266a1587156,0.67223830307805899
c16-43,yfxyg8jm46,674,675,ab4b436f092e45b7f7008460a41ca1fb5d1f8b9be072c5f5d065eaf9b1b1942f,0.49720778449254599
q8-1,ykhs7s2dck,674,675,d196a620b2fa0427ccc7d549bf47f35f1f338a10aee2fc1b71d38e7d2a94a978,0.82662444320786399
q8-2,ykhs7s2dck,674,675,58ea5f6380e9e0d4bb421a6d4892f27a89ef1c052eb1977af3aec5dfde576122,0.83910565698157302
q8-3,ykhs7s2dck,674,675,4bf3d74071d52a5d1e37d32ad3034d95974cb43e90f5aed9b1be299241b5e828,0.92398832440282797
q8-4,ykhs7s2dck,674,675,f671d2558f1bd96d6977bb556e59d5b0dbdf28daca5821518e840bbc73a4e21d,0.90164763439602902
q8-5,ykhs7s2dck,674,675,ea46d6cdbee595c0a83ae5d30ed37a53b8ac1a4664d693be83f87ab290b42959,0.90363519374289303
q8-6,ykhs7s2dck,674,675,347bfd02112f2ca6174a72c26233b3256a8e55a64e179ae9d5ad269c33143228,0.92947477618039198
q8-7,ykhs7s2dck,674,675,4d397c847f43161a6d32abc8349caab162f55addb6e717b10a8a861d8ea05f61,0.72966129532630797
q8-8,ykhs7s2dck,674,675,004d34dc891b7760aabf9929af229db0f89760ab65fc242c4701f7f8a1e7ae43,0.70603520731089398
q8-9,ykhs7s2dck,674,675,6025b0b654be39e5075683c1b82a7161892e76f47b9b27c3e22f447ce485feae,0.81232653136308497
q8-10,ykhs7s2dck,674,675,d23b13ed4a785cd8ff6c2c80eaf2a3ab494df506650f0f58ea837b077ee75234,0.78455946826319301
q8-11,ykhs7s2dck,674,675,94d7b857c5df0bdee3284b45b7f1c7fde5d325c7865451ddb72ef932479023c7,0.84104863689827003
q8-12,ykhs7s2dck,674,675,044612e5198cebaeb7b22cc1a094aeef0edf1523818ab4747a75d42f1de18aee,0.78467286221029997
q8-13,ykhs7s2dck,674,675,deeaa3c5774e1c5d9cbee580c1e5292b9665954a5ee584f066f976f336d63c32,0.839161431831281
q8-14,ykhs7s2dck,674,675,9bfeb0a61e9402910c6eac750d7ac8b48825ee95d90aa1bddeea888fafbf8076,0.83491462195287303
q8-15,ykhs7s2dck,674,675,d275e7eb6fd325f8b95ecdf4255660bae96521ad6c2412422974115f9afb3798,0.995830103251925
q8-16,ykhs7s2dck,674,675,30861c9966ca883bad297642b68c1a86a83f530d7274ebb163d4a30050558bd7,0.95504352784778102
q8-18,ykhs7s2dck,674,675,b3bf97bfa24b09f02566e9e83ab79ffa116fb9c7fa94fe9b4fa2f2bce0504719,0.79718860110025003
q8-19,ykhs7s2dck,674,675,b07fcffaa9e5f3fca0243c458b0725939eadb3c75afd66509107cc58320e110c,0.90008326227330204
q8-20,ykhs7s2dck,674,675,c4ecfdeafa74e7fec59a6d44e2fed99e8e78e64559ceceeb486b60b346d47c18,0.97894707463814101
q8-21,ykhs7s2dck,674,675,54c59f9f5e503b47098d33d8d8d45e57542a11e0a401232a50ed891e1223018f,0.96091905425607504
q8-22,ykhs7s2dck,674,675,35c9d490efe28228d6132574dae6dde1af3eb1b93e788401b60599c4a6c85ac2,0.899833554794784
q8-23,ykhs7s2dck,674,675,d00e61a46e67a4908dbcbce39cab14fc455fc1afbdf23ed0ec0f5098ad8d746c,0.91450969959224404
q8-24,ykhs7s2dck,674,675,2ef59b16ad59697e58dddcdea56ca2f04e5c9920aed99512d31324a51bcb752a,0.97272171131504204
q8-27,ykhs7s2dck,674,675,f78f2590ff13a502c36c059c68f678a33a03a3139c7ff05a39dc7eb7b69a6005,0.80231726818030502
q8-28,ykhs7s2dck,674,675,e49b58b8def3ea5384024879a7a7491a2f7a73353c424146d015d6bc527c1e08,0.81885849405411903
q8-29,ykhs7s2dck,674,675,da1a92efa93ed61c21b4cafd892bab409d454fde022f16b5e2dd6cca67e6c703,0.80984149528727001
q8-30,ykhs7s2dck,674,675,9db01bf181602a596a70f16022dcb896ef153485cbc36bfd3615d23ed28080a9,0.86773637846558005
q8-31,ykhs7s2dck,674,675,5563eeef311e4ef686cd45729bb1bb4caa1634ba78b8b19917ecb364c780f8d5,0.827239248553712
q8-32,ykhs7s2dck,674,675,0f22b13a45c685f25d65e4d0b8cd65b5d9033985d6f7bd7a80b2bff3f9319a5f,0.81072559358973095
q8-33,ykhs7s2dck,674,675,23696a0f60143096bf7081b102a348e2c5fe91c37d331ac13ce15147844768b8,0.82613780821479299
q8-34,ykhs7s2dck,674,675,76c3de08ef1be510e41d486c2af9d2d2714f8fefc9f5db5a853ce454efd0347a,0.90162283705905599
q8-35,ykhs7s2dck,674,675,0f48d02b8c6a120b0e7920585cb8d076bd2f463de2cdd96f1cf23312634accdf,0.94786680807561197
q8-36,ykhs7s2dck,674,675,f3bdb43f385f20c95e39ce547c4c7c8ac8f1a1695f68cb7779d4f84e7ce95ffe,0.96857815840750505
q8-37,ykhs7s2dck,674,675,e4130c8d2bd446f8da363578ab367136e5548ef78acb976fc21a0849d2489ea5,0.95083738358344705
q8-38,ykhs7s2dck,674,675,ad65a37e311138ce2d4b0db422d6960b2bc9a64fbb64980f57a826db8576c034,0.73977138252305796
q8-39,ykhs7s2dck,674,675,a856148c3551e827893491c11b8563cbe588c79fe6d8823d01225d88ab68413e,0.75918603313181499
q8-40,ykhs7s2dck,674,675,da6c9ccacac301598868b2970576a0ff14dee514d6fee9717935c7c6cb3ae8b6,0.86481738850082801
q8-41,ykhs7s2dck,674,675,2f2cb25ca012e42ea68b79feb307cc0dfeebdf78b93d3d399dfc0635086fb6e5,0.92644049320891497
